Type data;tSchool;Schooljaar;Voorlopig definitief;Profiel;Examenkandidaten;Geslaagden;Gezakten;Slaagpercentage;tCentraal examen;tSchoolexamen;tCijferlijst;Percentiel slaag;Percentiel ce;Percentiel se
School;22. 13556-20AJ-000;24-25;Voorlopig;Cultuur en Maatschappij;14;13;;93;6200000;6500000;6400000;63;16;18
School;22. 13556-20AJ-000;24-25;Voorlopig;Economie en Maatschappij;25;23;;92;6900000;6800000;6900000;59;82;82
School;22. 13556-20AJ-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;17;16;;94;6700000;6600000;6800000;59;61;34
School;22. 13556-20AJ-000;24-25;Voorlopig;Natuur en Techniek;8;8;0;100;6700000;7000000;7000000;76;28;62
School;22. 13556-20AJ-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;33;32;;97;6900000;6800000;7000000;70;42;13
School;17. 42510-20BV-000;24-25;Voorlopig;Cultuur en Maatschappij;17;15;;88;6400000;6700000;6600000;47;32;49
School;17. 42510-20BV-000;24-25;Voorlopig;Economie en Maatschappij;7;5;;71;6100000;6300000;6200000;3;3;18
School;17. 42510-20BV-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;17;13;;76;6400000;6400000;6500000;7;20;10
School;17. 42510-20BV-000;24-25;Voorlopig;Natuur en Gezondheid;26;24;;92;6400000;6600000;6600000;62;49;69
School;17. 42510-20BV-000;24-25;Voorlopig;Natuur en Techniek;12;10;;83;6400000;6800000;6800000;9;8;32
School;17. 42510-20BV-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;39;32;7;82;6700000;7000000;7000000;6;21;46
School;38. 42623-20CF-000;24-25;Voorlopig;Cultuur en Maatschappij;13;13;0;100;6700000;6500000;6600000;84;58;18
School;38. 42623-20CF-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;23;20;;87;6600000;6400000;6600000;24;44;10
School;38. 42623-20CF-000;24-25;Voorlopig;Natuur en Gezondheid;9;9;0;100;6800000;6600000;6800000;88;92;69
School;38. 42623-20CF-000;24-25;Voorlopig;Natuur en Techniek;5;5;0;100;6800000;6600000;6700000;76;33;13
School;38. 42623-20CF-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;23;23;0;100;6900000;6900000;6900000;93;42;29
School;29. 41285-20CI-000;24-25;Voorlopig;Cultuur en Maatschappij;15;14;;93;6900000;6800000;6900000;63;84;63
School;29. 41285-20CI-000;24-25;Voorlopig;Economie en Maatschappij;8;7;;88;6600000;6500000;6700000;28;41;38
School;29. 41285-20CI-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;29;26;;90;6600000;6600000;6700000;32;44;34
School;29. 41285-20CI-000;24-25;Voorlopig;Natuur en Gezondheid;27;23;;85;6500000;6500000;6600000;36;60;51
School;29. 41285-20CI-000;24-25;Voorlopig;Natuur en Techniek;12;12;0;100;6900000;7000000;7000000;76;48;62
School;29. 41285-20CI-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;63;59;;94;6900000;7000000;7100000;46;42;46
School;02. 41208-20CK-000;24-25;Voorlopig;Cultuur en Maatschappij;10;7;;70;6700000;6500000;6700000;9;58;18
School;02. 41208-20CK-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;24;23;;96;6900000;6700000;6900000;73;84;59
School;02. 41208-20CK-000;24-25;Voorlopig;Natuur en Gezondheid;13;13;0;100;6500000;6200000;6500000;88;60;12
School;02. 41208-20CK-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;40;39;;98;7200000;7100000;7200000;81;82;67
School;33. 41568-20DC-000;24-25;Voorlopig;Cultuur en Maatschappij;7;5;;71;6000000;6400000;6300000;14;4;4
School;33. 41568-20DC-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;37;32;5;86;6000000;6400000;6300000;20;4;10
School;33. 41568-20DC-000;24-25;Voorlopig;Natuur en Gezondheid;7;;6;;5200000;5800000;5600000;;1;1
School;33. 41568-20DC-000;24-25;Voorlopig;Natuur en Techniek;7;6;;86;6400000;6800000;6600000;19;8;32
School;33. 41568-20DC-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;27;26;;96;6600000;7000000;6800000;57;12;46
School;23. 13749-20DD-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;55;51;;93;6600000;6700000;6800000;49;44;59
School;23. 13749-20DD-000;24-25;Voorlopig;Natuur en Gezondheid;15;14;;93;6600000;6400000;6600000;74;76;38
School;23. 13749-20DD-000;24-25;Voorlopig;Natuur en Techniek;17;16;;94;6800000;6900000;7000000;46;33;48
School;23. 13749-20DD-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;42;38;;90;6700000;6900000;7000000;23;21;29
School;37. 13556-20DG-000;24-25;Voorlopig;Cultuur en Maatschappij;13;9;;69;6400000;6400000;6500000;7;32;4
School;37. 13556-20DG-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;18;17;;94;6900000;6800000;6900000;59;84;79
School;37. 13556-20DG-000;24-25;Voorlopig;Natuur en Gezondheid;11;9;;82;6800000;6600000;6700000;26;92;69
School;37. 13556-20DG-000;24-25;Voorlopig;Natuur en Techniek;7;7;0;100;7700000;7400000;7600000;76;92;90
School;37. 13556-20DG-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;24;23;;96;7400000;7300000;7400000;57;95;90
School;26. 13603-20DL-002;24-25;Voorlopig;Cultuur en Maatschappij;10;9;;90;6200000;6600000;6500000;57;16;36
School;26. 13603-20DL-002;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;7;7;0;100;6900000;6800000;7000000;91;84;79
School;26. 13603-20DL-002;24-25;Voorlopig;Natuur en Gezondheid;7;7;0;100;6600000;6800000;6800000;88;76;90
School;26. 13603-20DL-002;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;8;8;0;100;6800000;6800000;6900000;93;31;13
School;27. 42505-20DP-000;24-25;Voorlopig;Cultuur en Maatschappij;17;17;0;100;6700000;6700000;6700000;84;58;49
School;27. 42505-20DP-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;38;35;;92;7000000;6800000;7000000;43;95;79
School;27. 42505-20DP-000;24-25;Voorlopig;Natuur en Gezondheid;20;17;;85;6300000;6500000;6500000;36;35;51
School;27. 42505-20DP-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;55;52;;95;6800000;7200000;7100000;51;31;81
School;11. 41513-20KZ-000;24-25;Voorlopig;Cultuur en Maatschappij;6;6;0;100;6500000;7000000;6800000;84;42;82
School;11. 41513-20KZ-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;30;24;6;80;6200000;6600000;6500000;13;10;34
School;11. 41513-20KZ-000;24-25;Voorlopig;Natuur en Gezondheid;19;14;5;74;6100000;6600000;6400000;9;17;69
School;11. 41513-20KZ-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;29;26;;90;6600000;7100000;6900000;23;12;67
School;15. 41360-20LU-000;24-25;Voorlopig;Cultuur en Maatschappij;21;19;;90;6900000;7000000;7000000;57;84;82
School;15. 41360-20LU-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;42;39;;93;6900000;6900000;6900000;49;84;94
School;15. 41360-20LU-000;24-25;Voorlopig;Natuur en Gezondheid;16;13;;81;6300000;6300000;6300000;22;35;26
School;15. 41360-20LU-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;36;34;;94;7300000;7300000;7300000;46;90;90
School;06. 42818-20QU-000;24-25;Voorlopig;Cultuur en Maatschappij;7;5;;71;6600000;7100000;6900000;14;50;93
School;06. 42818-20QU-000;24-25;Voorlopig;Economie en Maatschappij;5;;;;6500000;6300000;6500000;;24;18
School;06. 42818-20QU-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;23;22;;96;6600000;6800000;6800000;73;44;79
School;06. 42818-20QU-000;24-25;Voorlopig;Natuur en Gezondheid;27;19;8;70;5900000;6300000;6200000;7;9;26
School;06. 42818-20QU-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;25;23;;92;6600000;6800000;6900000;36;12;13
School;19. 13556-20QY-000;24-25;Voorlopig;Cultuur en Maatschappij;22;19;;86;6800000;6800000;6900000;37;71;63
School;19. 13556-20QY-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;35;34;;97;6800000;6600000;6700000;80;73;34
School;19. 13556-20QY-000;24-25;Voorlopig;Natuur en Gezondheid;24;22;;92;6600000;6500000;6600000;62;76;51
School;19. 13556-20QY-000;24-25;Voorlopig;Natuur en Techniek;21;21;0;100;7300000;7100000;7100000;76;77;75
School;19. 13556-20QY-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;24;24;0;100;7200000;7300000;7300000;93;82;90
School;07. 13554-20RM-000;24-25;Voorlopig;Cultuur en Maatschappij;14;12;;86;6500000;6800000;6700000;37;42;63
School;07. 13554-20RM-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;18;14;;78;6500000;6600000;6600000;11;32;34
School;07. 13554-20RM-000;24-25;Voorlopig;Natuur en Gezondheid;19;15;;79;6200000;6300000;6200000;20;22;26
School;07. 13554-20RM-000;24-25;Voorlopig;Natuur en Techniek;7;6;;86;6900000;6800000;6900000;19;48;32
School;07. 13554-20RM-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;51;44;7;86;6700000;6800000;6800000;11;21;13
School;03. 13556-21AB-000;24-25;Voorlopig;Cultuur en Maatschappij;20;17;;85;6800000;6700000;6800000;28;71;49
School;03. 13556-21AB-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;39;37;;95;6700000;6400000;6600000;66;61;10
School;03. 13556-21AB-000;24-25;Voorlopig;Natuur en Gezondheid;7;7;0;100;6300000;6200000;6400000;88;35;12
School;03. 13556-21AB-000;24-25;Voorlopig;Natuur en Techniek;9;9;0;100;7700000;7100000;7500000;76;92;75
School;03. 13556-21AB-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;34;30;;88;7100000;6800000;7000000;17;70;13
School;05. 13556-21AF-000;24-25;Voorlopig;Cultuur en Maatschappij;17;15;;88;6800000;7100000;7000000;47;71;93
School;05. 13556-21AF-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;27;26;;96;6700000;6600000;6700000;73;61;34
School;05. 13556-21AF-000;24-25;Voorlopig;Natuur en Gezondheid;18;16;;89;6600000;6500000;6700000;49;76;51
School;05. 13556-21AF-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;58;54;;93;7100000;7000000;7200000;42;70;46
School;42. 40586-30GC-000;24-25;Voorlopig;Cultuur en Maatschappij;17;13;;76;6200000;6600000;6500000;20;16;36
School;42. 40586-30GC-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;38;33;5;87;6400000;6600000;6600000;24;20;34
School;42. 40586-30GC-000;24-25;Voorlopig;Natuur en Gezondheid;11;10;;91;6600000;6800000;6800000;51;76;90
School;42. 40586-30GC-000;24-25;Voorlopig;Natuur en Techniek;5;5;0;100;7400000;7400000;7300000;76;82;90
School;42. 40586-30GC-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;40;37;;92;7000000;7000000;7100000;36;56;46
School;27. 42505-30GD-000;24-25;Voorlopig;Cultuur en Maatschappij;10;9;;90;6600000;6700000;6700000;57;50;49
School;27. 42505-30GD-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;30;29;;97;6700000;6600000;6800000;80;61;34
School;27. 42505-30GD-000;24-25;Voorlopig;Natuur en Gezondheid;26;23;;88;6400000;6300000;6500000;46;49;26
School;27. 42505-30GD-000;24-25;Voorlopig;Natuur en Techniek;6;6;0;100;7100000;7000000;7100000;76;67;62
School;27. 42505-30GD-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;53;48;5;91;7100000;7100000;7200000;29;70;67
School;44. 20151-31RY-000;24-25;Voorlopig;Cultuur en Maatschappij;6;6;0;100;6300000;6500000;6500000;84;24;18
School;44. 20151-31RY-000;24-25;Voorlopig;Economie en Maatschappij;11;10;;91;7000000;6700000;6900000;53;94;71
School;44. 20151-31RY-000;24-25;Voorlopig;Economie en Maatschappij / Cultuur en Maatschappij;11;11;0;100;7000000;6800000;7000000;91;95;79
School;44. 20151-31RY-000;24-25;Voorlopig;Natuur en Gezondheid;15;14;;93;6500000;6500000;6700000;74;60;51
School;44. 20151-31RY-000;24-25;Voorlopig;Natuur en Techniek;8;8;0;100;7000000;7100000;7200000;76;62;75
School;44. 20151-31RY-000;24-25;Voorlopig;Natuur en Techniek / Natuur en Gezondheid;25;25;0;100;6900000;6900000;7100000;93;42;29
School;04. 40776-01ET-000;23-24;Definitief;Totaal;110;101;0;92;6940000;6802727;6920000;60;73;75
School;41. 42620-01FP-004;23-24;Definitief;Totaal;76;63;0;83;6550000;6443421;6714474;11;11;4
School;18. 31240-02CR-000;23-24;Definitief;Totaal;102;94;0;92;6917647;6874510;7057843;60;70;87
School;16. 33944-02DQ-000;23-24;Definitief;Totaal;103;100;0;97;7089320;6908738;6986408;95;92;94
School;21. 13556-02DW-000;23-24;Definitief;Totaal;80;70;0;88;6597500;6633750;6666250;26;20;23
School;08. 41211-02FY-007;23-24;Definitief;Totaal;41;37;0;90;6758537;7092683;7007317;42;39;99
School;30. 42992-02QO-000;23-24;Definitief;Totaal;131;115;8;88;6581679;6801527;6845038;26;18;73
School;10. 40856-02QP-000;23-24;Definitief;Totaal;52;46;0;88;6836538;6644231;6792308;26;54;25
School;46. 41298-02VO-000;23-24;Definitief;Totaal;85;78;0;92;6805882;6783529;6912941;60;46;65
School;09. 42992-03AM-000;23-24;Definitief;Totaal;148;144;0;97;6858784;6689865;6805405;95;58;39
School;34. 40996-04DS-000;23-24;Definitief;Totaal;52;49;0;94;6869231;6778846;7028846;74;61;61
School;32. 20151-14QT-000;23-24;Definitief;Totaal;81;73;0;90;6661728;6562963;6855556;42;30;8
School;43. 42621-14RF-006;23-24;Definitief;Totaal;102;98;0;96;6907843;6768627;6943137;92;68;56
School;25. 41347-14WI-000;23-24;Definitief;Totaal;59;46;7;78;6489831;6664407;6789831;4;8;35
School;36. 41475-15JM-000;23-24;Definitief;Totaal;171;168;0;98;7050877;6892398;7046784;99;89;92
School;31. 41775-15SC-000;23-24;Definitief;Totaal;157;147;5;94;7101911;6736306;6914650;74;96;49
School;35. 40094-16PA-000;23-24;Definitief;Totaal;154;136;11;88;6958442;6933117;6988312;26;77;96
School;28. 41211-17JY-000;23-24;Definitief;Totaal;104;99;0;95;6788462;6713462;6883654;85;44;44
School;45. 99048-19HV-000;23-24;Definitief;Totaal;94;66;21;70;6220213;6600000;6758511;1;1;11
School;13. 41386-19ZU-000;23-24;Definitief;Totaal;110;92;0;84;6610909;6629091;6729091;14;25;15
School;01. 13652-20AA-000;23-24;Definitief;Totaal;92;84;0;91;6744565;6730435;6797826;50;35;46
School;14. 41525-20AI-000;23-24;Definitief;Totaal;131;114;14;87;6599237;6604580;6804580;20;23;13
School;22. 13556-20AJ-000;23-24;Definitief;Totaal;107;97;7;91;6850467;6680374;6865421;50;56;37
School;17. 42510-20BV-000;23-24;Definitief;Totaal;138;124;7;90;6750000;6741304;6850000;42;37;51
School;38. 42623-20CF-000;23-24;Definitief;Totaal;115;102;0;89;6827826;6629565;6742609;35;51;18
School;29. 41285-20CI-000;23-24;Definitief;Totaal;161;150;6;93;6813665;6834783;6873913;67;49;80
School;02. 41208-20CK-000;23-24;Definitief;Totaal;104;99;0;95;7111538;6839423;7033654;85;99;82
School;33. 41568-20DC-000;23-24;Definitief;Totaal;77;63;10;82;6383117;6770130;6697403;7;6;58
School;23. 13749-20DD-000;23-24;Definitief;Totaal;147;139;5;95;6894558;6654422;6872789;85;65;30
School;37. 13556-20DG-000;23-24;Definitief;Totaal;70;64;0;91;6775714;6548571;6757143;50;42;6
School;26. 13603-20DL-002;23-24;Definitief;Totaal;75;63;5;84;6306667;6712000;6720000;14;4;42
School;27. 42505-20DP-000;23-24;Definitief;Totaal;141;134;0;95;7007801;6861702;6978723;85;82;85
School;11. 41513-20KZ-000;23-24;Definitief;Totaal;94;84;0;89;6660638;6796809;6760638;35;27;68
School;15. 41360-20LU-000;23-24;Definitief;Totaal;116;103;5;89;6952586;6888793;6934483;35;75;89
School;06. 42818-20QU-000;23-24;Definitief;Totaal;87;75;6;86;6575862;6654023;6701149;18;15;27
School;19. 13556-20QY-000;23-24;Definitief;Totaal;108;102;0;94;7020370;6797222;6973148;74;85;70
School;07. 13554-20RM-000;23-24;Definitief;Totaal;119;98;17;82;6563866;6374790;6498319;7;13;1
School;03. 13556-21AB-000;23-24;Definitief;Totaal;112;102;5;91;7093750;6633036;6933036;50;94;20
School;05. 13556-21AF-000;23-24;Definitief;Totaal;133;127;0;95;7032331;6833835;7003759;85;87;77
School;42. 40586-30GC-000;23-24;Definitief;Totaal;142;133;5;94;6711268;6757042;6789437;74;32;54
School;27. 42505-30GD-000;23-24;Definitief;Totaal;155;142;6;92;6972258;6781290;6934194;60;80;63
School;44. 20151-31RY-000;23-24;Definitief;Totaal;82;76;0;93;6889024;6660976;7051220;67;63;32
School;04. 40776-01ET-000;24-25;Voorlopig;Totaal;105;102;0;97;7142857;6908571;7030476;93;99;82
School;41. 42620-01FP-004;24-25;Voorlopig;Totaal;79;66;6;84;6525316;6602532;6721519;20;23;6
School;18. 31240-02CR-000;24-25;Voorlopig;Totaal;84;81;0;96;7044048;7151190;7235714;83;96;99
School;16. 33944-02DQ-000;24-25;Voorlopig;Totaal;114;111;0;97;6948246;6965789;7051754;93;87;94
School;21. 13556-02DW-000;24-25;Voorlopig;Totaal;101;86;0;85;6730693;6672277;6788119;26;49;20
School;08. 41211-02FY-007;24-25;Voorlopig;Totaal;54;40;5;74;6296296;6787037;6737037;1;6;58
School;30. 42992-02QO-000;24-25;Voorlopig;Totaal;82;62;13;76;6240244;6673171;6828049;4;4;23
School;10. 40856-02QP-000;24-25;Voorlopig;Totaal;59;52;6;88;6688136;6730508;6830508;35;37;35
School;46. 41298-02VO-000;24-25;Voorlopig;Totaal;109;97;5;89;6749541;6771560;6910092;42;56;51
School;09. 42992-03AM-000;24-25;Voorlopig;Totaal;127;112;9;88;6726772;6895276;6894488;35;46;80
School;34. 40996-04DS-000;24-25;Voorlopig;Totaal;75;70;0;93;6702667;6796000;7000000;68;44;63
School;32. 20151-14QT-000;24-25;Voorlopig;Totaal;71;63;0;89;6692958;6676056;6918310;42;39;25
School;43. 42621-14RF-006;24-25;Voorlopig;Totaal;116;108;0;93;6868966;6757759;6937069;68;73;46
School;25. 41347-14WI-000;24-25;Voorlopig;Totaal;70;58;0;83;6334286;6668571;6668571;13;8;18
School;36. 41475-15JM-000;24-25;Voorlopig;Totaal;172;163;0;95;6739535;6916279;6943023;77;51;87
School;31. 41775-15SC-000;24-25;Voorlopig;Totaal;176;171;0;97;6933523;6890909;6914773;93;82;77
School;35. 40094-16PA-000;24-25;Voorlopig;Totaal;144;139;0;97;6984028;7014583;7141667;93;92;96
School;28. 41211-17JY-000;24-25;Voorlopig;Totaal;80;73;5;91;6790000;6887500;6982500;49;65;75
School;45. 99048-19HV-000;24-25;Voorlopig;Totaal;62;53;0;85;6362903;6627419;6798387;26;13;13
School;13. 41386-19ZU-000;24-25;Voorlopig;Totaal;84;73;5;87;6535714;6580952;6680952;30;25;4
School;01. 13652-20AA-000;24-25;Voorlopig;Totaal;75;63;6;84;6422667;6736000;6688000;20;18;37
School;14. 41525-20AI-000;24-25;Voorlopig;Totaal;91;83;0;91;6698901;6707692;6891209;49;42;30
School;22. 13556-20AJ-000;24-25;Voorlopig;Totaal;97;92;0;95;6747423;6738144;6852577;77;54;42
School;17. 42510-20BV-000;24-25;Voorlopig;Totaal;118;99;7;84;6481356;6720339;6714407;20;20;32
School;38. 42623-20CF-000;24-25;Voorlopig;Totaal;73;70;0;96;6750685;6613699;6726027;83;58;8
School;29. 41285-20CI-000;24-25;Voorlopig;Totaal;154;141;0;92;6757792;6791558;6888961;58;61;61
School;02. 41208-20CK-000;24-25;Voorlopig;Totaal;87;82;0;94;6955172;6786207;6955172;73;89;56
School;33. 41568-20DC-000;24-25;Voorlopig;Totaal;85;69;11;81;6157647;6574118;6425882;8;1;1
School;23. 13749-20DD-000;24-25;Voorlopig;Totaal;129;119;0;92;6658915;6756589;6868217;58;35;44
School;37. 13556-20DG-000;24-25;Voorlopig;Totaal;73;65;0;89;7036986;6920548;7030137;42;94;89
School;26. 13603-20DL-002;24-25;Voorlopig;Totaal;32;31;0;97;6590625;6737500;6775000;93;30;39
School;27. 42505-20DP-000;24-25;Voorlopig;Totaal;130;121;0;93;6768462;6910000;6926154;68;63;85
School;11. 41513-20KZ-000;24-25;Voorlopig;Totaal;84;70;11;83;6336905;6801190;6636905;13;11;68
School;15. 41360-20LU-000;24-25;Voorlopig;Totaal;115;105;0;91;6941739;6960000;6960000;49;85;92
School;06. 42818-20QU-000;24-25;Voorlopig;Totaal;87;69;8;79;6377011;6640230;6633333;6;15;15
School;19. 13556-20QY-000;24-25;Voorlopig;Totaal;126;120;0;95;6921429;6832540;6896825;77;80;70
School;07. 13554-20RM-000;24-25;Voorlopig;Totaal;109;91;7;83;6566972;6679817;6655963;13;27;27
School;03. 13556-21AB-000;24-25;Voorlopig;Totaal;109;100;0;92;6900000;6624771;6822936;58;77;11
School;05. 13556-21AF-000;24-25;Voorlopig;Totaal;120;111;0;92;6892500;6849167;6984167;58;75;73
School;42. 40586-30GC-000;24-25;Voorlopig;Totaal;111;98;5;88;6650450;6800000;6816216;35;32;65
School;27. 42505-30GD-000;24-25;Voorlopig;Totaal;125;115;5;92;6818400;6776800;6913600;58;70;54
School;44. 20151-31RY-000;24-25;Voorlopig;Totaal;76;74;0;97;6813158;6767105;6940789;93;68;49
