tSchool;Schooljaar;slaagpct;examenkandidaten;geslaagden;ce_gem;se_gem;se_ce_verschil;ce_gem_duo;ce_grieks;ce_latijn;percentiel_slaag;percentiel_ce;percentiel_se;pct_wo;pct_hbo;pct_geen_bekostigd;totaal_gediplomeerden;leerlingen_totaal;leerlingen_groei_pct;pct_zittenblijvers;n_zittenblijvers;pct_afstromers;tevredenheid_ll;tevredenheid_ouders;sfeer;veiligheid;inspectie_oordeel;inspectie_obsnelheid_3jr;inspectie_bbsucces_3jr;inspectie_ce_3jr;inspectie_sece_3jr;inspectie_advies_3jr;leerling_leraar_ratio;fte_totaal;fte_onderwijzend;pct_schaal_lc;pct_schaal_ld;gem_loonsom_op;verzuimpct;meldfrequentie;brugjaar_bevorderd_pct;brugjaar_uitval_pct;n_examenvakken;has_grieks;has_latijn;n_deelnemers_grieks;n_deelnemers_latijn;klassieke_talen_deelname_pct;ses_woa;inkomen_gem_pctgrp;pct_inkomen_p80_100;vermogen_gem_pctgrp;welvaart_gem_pctgrp;pct_koopwoning;stedelijkheid;pct_migratie;pct_niet_westers;leefbaarheid;leefb_onveiligheid;leefb_sociaal;solvabiliteit;weerstandsvermogen;kapitalisatiefactor;eenpitter;pct_atheneum;gemengd;pct_meisjes;pct_natuur;afstroom_jongens;afstroom_meisjes
34. 40996-04DS-000;22-23;94,8;58;55;6,95;7,09;0,0;7,07;7,26;6,13;;;;83,6;7,3;7,3;55;430;-8,3;3,0;14;1,3;6,5;;7,3;;voldoende;98,59;94,08;6,95;0,0;4,58;;;;;;;;;96,2;3,8;25;1;1;20;45;112,1;-0,04;48,9;16,7;48,7;47,7;59,7;3,0;22,5;7,5;4,079;-0,028;0,008;;;;;0,0;0;46,0;75,9;5,2;7,1
34. 40996-04DS-000;23-24;94,2;52;49;6,82;6,77;-0,05;6,87;6,1;6,4;74,0;61,0;61,0;83,7;0,0;14,3;49;396;-7,9;5,1;22;1,6;6,5;8,3;7,4;9,5;voldoende;98,59;94,08;6,95;0,0;4,58;;;;;;;;;0,0;100,0;16;1;1;16;38;103,8;-0,04;48,9;16,7;48,7;47,7;59,7;3,0;22,5;7,5;4,079;-0,028;0,008;;;;;0,0;0;44,7;71,1;100,0;100,0
34. 40996-04DS-000;24-25;93,3;75;70;6,66;6,75;0,08;6,7;6,8;5,8;68,0;44,0;63,0;;;;;306;-22,7;5,3;21;;;;;;voldoende;98,59;94,08;6,95;0,0;4,58;;;;;;;;;;;16;1;1;36;48;112,0;-0,04;48,9;16,7;48,7;47,7;59,7;3,0;22,5;7,5;4,079;-0,028;0,008;;;;;0,0;0;46,4;70,9;0,0;0,0
35. 40094-16PA-000;21-22;96,4;138;133;6,89;7,07;0,11;6,89;6,65;5,94;;;;73,7;0,8;25,6;133;953;;2,4;23;0,4;;;;;voldoende;97,22;95,71;7,08;-0,07;0,21;17,7;70,4;53,5;46,0;53,8;5334,0;5,9;1,7;94,4;5,6;25;1;1;32;112;104,3;0,31;60,4;34,1;55,5;60,6;55,8;1,7;32,5;19,9;4,152;-0,015;-0,014;48,6;24,1;41,6;0;0,0;0;51,4;54,5;4,8;4,1
35. 40094-16PA-000;22-23;97,6;123;120;7,08;7,03;-0,07;7,07;6,25;6,73;;;;58,3;4,2;37,5;120;947;-0,6;3,5;33;;;;;;voldoende;97,22;95,71;7,08;-0,07;0,21;18,9;68,7;52,7;50,2;49,8;5859,0;5,1;1,4;92,4;7,6;26;1;1;24;105;104,9;0,31;60,4;34,1;55,5;60,6;55,8;1,7;32,5;19,9;4,152;-0,015;-0,014;48,6;24,1;41,6;0;0,0;0;48,7;53,3;3,9;2,6
35. 40094-16PA-000;23-24;88,3;154;136;6,95;6,95;0,0;6,96;5,9;6,8;26,0;77,0;96,0;64,0;4,4;31,6;136;997;5,3;2,9;27;;;;;;voldoende;97,22;95,71;7,08;-0,07;0,21;;;;;;;6,1;1,2;0,0;100,0;20;1;1;56;102;102,6;0,31;60,4;34,1;55,5;60,6;55,8;1,7;32,5;19,9;4,152;-0,015;-0,014;48,6;24,1;41,6;0;0,0;0;47,8;55,0;100,0;100,0
35. 40094-16PA-000;24-25;96,5;144;139;6,99;7,01;0,02;6,98;6,2;6,8;93,0;92,0;96,0;;;;;1012;1,5;4,3;43;1,0;;;;;voldoende;97,22;95,71;7,08;-0,07;0,21;;;;;;;;;;;20;1;1;71;75;101,4;0,31;60,4;34,1;55,5;60,6;55,8;1,7;32,5;19,9;4,152;-0,015;-0,014;48,6;24,1;41,6;0;0,0;0;48,2;59,1;0,0;0,0
36. 41475-15JM-000;21-22;97,1;138;134;6,8;7,0;0,11;6,8;5,96;5,18;;;;67,2;3,7;29,1;134;1088;;4,7;51;0,3;7,3;;8,4;;voldoende;97,66;95,29;7,05;-0,09;0,18;19,3;74,0;58,9;39,9;54,8;5301,0;3,6;2,1;95,3;4,7;22;1;1;48;97;105,1;0,29;59,8;33,6;56,6;60,7;55,5;1,8;28,8;17,1;4,181;0,001;-0,013;48,0;29,2;54,8;0;0,0;0;47,1;35,5;3,5;2,1
36. 41475-15JM-000;22-23;93,8;145;136;7,05;7,01;-0,09;7,02;6,93;6,69;;;;70,6;2,2;26,5;136;1137;4,5;2,6;28;;7,1;;8,1;;voldoende;97,66;95,29;7,05;-0,09;0,18;19,3;78,2;60,9;41,6;52,1;5812,0;4,3;1,7;96,7;3,3;22;1;1;32;117;102,8;0,29;59,8;33,6;56,6;60,7;55,5;1,8;28,8;17,1;4,181;0,001;-0,013;48,0;29,2;54,8;0;0,0;0;44,2;36,9;3,2;2,8
36. 41475-15JM-000;23-24;98,2;171;168;7,02;6,87;-0,15;7,05;6,7;6,5;99,0;89,0;92,0;64,9;0,6;34,5;168;1173;3,2;4,0;45;;7,1;8,5;8,1;9,5;voldoende;97,66;95,29;7,05;-0,09;0,18;;;;;;;5,6;1,6;0,0;100,0;19;1;1;58;116;101,8;0,29;59,8;33,6;56,6;60,7;55,5;1,8;28,8;17,1;4,181;0,001;-0,013;48,0;29,2;54,8;0;0,0;0;42,5;36,1;100,0;100,0
36. 41475-15JM-000;24-25;94,8;172;163;6,78;6,93;0,15;6,74;6,8;6,2;77,0;51,0;87,0;;;;;1176;0,3;2,5;29;;;;;;voldoende;97,66;95,29;7,05;-0,09;0,18;;;;;;;;;;;19;1;1;82;97;104,1;0,29;59,8;33,6;56,6;60,7;55,5;1,8;28,8;17,1;4,181;0,001;-0,013;48,0;29,2;54,8;0;0,0;0;41,0;36,1;0,0;0,0
37. 13556-20DG-000;21-22;96,9;97;94;6,54;6,74;0,1;6,54;5,84;5,52;;;;72,3;4,3;23,4;94;616;;5,6;34;2,1;6,4;;8,1;;voldoende;92,03;90,93;6,87;-0,13;2,27;14,9;53,3;38,2;28,7;58,3;5328,0;10,4;1,9;81,8;18,2;22;1;1;54;50;107,2;0,19;57,2;27,1;59,1;59,2;64,2;2,0;23,6;11,3;4,149;-0,002;-0,007;64,1;31,4;35,8;0;0,0;0;44,5;57,1;6,1;6,2
37. 13556-20DG-000;22-23;86,3;73;63;6,87;6,82;-0,13;6,89;5,69;6,69;;;;76,2;1,6;20,6;63;568;-7,8;6,8;42;1,1;6,8;;;8,6;voldoende;92,03;90,93;6,87;-0,13;2,27;16,4;50,4;35,7;30,5;62,7;6090,0;4,3;1,5;85,4;14,6;22;1;1;20;55;102,7;0,19;57,2;27,1;59,1;59,2;64,2;2,0;23,6;11,3;4,149;-0,002;-0,007;64,1;31,4;35,8;0;0,0;0;42,8;58,4;5,8;6,6
37. 13556-20DG-000;23-24;91,4;70;64;6,76;6,54;-0,22;6,78;6,4;5,9;50,0;42,0;6,0;64,1;3,1;32,8;64;585;3,0;7,9;45;1,6;6,8;8,4;8,2;9,5;voldoende;92,03;90,93;6,87;-0,13;2,27;;;;;;;5,9;1,3;0,0;100,0;19;1;1;42;28;100,0;0,19;57,2;27,1;59,1;59,2;64,2;2,0;23,6;11,3;4,149;-0,002;-0,007;64,1;31,4;35,8;0;0,0;0;41,4;55,2;100,0;100,0
37. 13556-20DG-000;24-25;89,0;73;65;7,01;6,91;-0,1;7,04;7,2;7,2;42,0;94,0;89,0;;;;;628;7,4;7,2;42;1,4;;;;;voldoende;92,03;90,93;6,87;-0,13;2,27;;;;;;;;;;;19;1;1;19;62;111,0;0,19;57,2;27,1;59,1;59,2;64,2;2,0;23,6;11,3;4,149;-0,002;-0,007;64,1;31,4;35,8;0;0,0;0;46,2;54,6;0,0;0,0
38. 42623-20CF-000;21-22;95,8;96;92;6,66;6,58;-0,1;6,64;5,92;6,0;;;;70,7;5,4;21,7;92;727;;13,1;35;3,4;6,5;;7,7;;geen oordeel;;90,72;6,79;-0,25;;15,7;60,2;45,2;20,8;42,5;5074,0;5,9;1,7;79,2;20,8;19;1;1;24;79;107,3;0,19;54,9;22,0;55,1;55,4;63,6;3,0;14,3;8,1;4,173;0,042;0,017;44,5;16,4;26,8;0;0,0;0;50,5;49,7;9,7;7,6
38. 42623-20CF-000;22-23;92,7;96;89;6,79;6,55;-0,25;6,77;6,2;6,82;;;;67,4;6,7;24,7;89;711;-2,2;10,6;30;2,1;6,7;;7,6;;geen oordeel;;90,72;6,79;-0,25;;15,7;58,7;43,6;23,8;46,6;5701,0;5,5;1,5;80,1;19,9;19;1;1;21;82;107,3;0,19;54,9;22,0;55,1;55,4;63,6;3,0;14,3;8,1;4,173;0,042;0,017;44,5;16,4;26,8;0;0,0;0;51,1;50,0;6,3;7,2
38. 42623-20CF-000;23-24;88,7;115;102;6,86;6,63;-0,22;6,83;6,8;6,5;35,0;51,0;18,0;72,5;3,9;23,5;102;683;-3,9;14,2;39;1,4;6,5;8,0;7,6;9,2;geen oordeel;;90,72;6,79;-0,25;;;;;;;;8,7;1,3;0,0;100,0;17;1;1;48;77;108,7;0,19;54,9;22,0;55,1;55,4;63,6;3,0;14,3;8,1;4,173;0,042;0,017;44,5;16,4;26,8;0;0,0;0;48,5;55,2;100,0;100,0
38. 42623-20CF-000;24-25;95,9;73;70;6,78;6,61;-0,17;6,75;6,2;6,3;83,0;58,0;8,0;;;;;352;-48,5;19,0;50;3,4;;;;;geen oordeel;;90,72;6,79;-0,25;;;;;;;;;;;;17;1;1;36;48;115,1;0,19;54,9;22,0;55,1;55,4;63,6;3,0;14,3;8,1;4,173;0,042;0,017;44,5;16,4;26,8;0;0,0;0;50,0;53,3;0,0;0,0
41. 42620-01FP-004;21-22;81,4;145;118;6,48;6,74;0,09;6,18;6,18;4,84;;;;76,8;1,6;20,8;125;631;;2,3;5;0,0;;;7,1;;voldoende;96,08;89,64;6,72;-0,25;18,32;15,6;323,8;231,9;36,5;19,5;4657,0;7,0;3,1;83,9;16,1;25;1;1;20;70;62,1;0,2;56,9;26,2;52,3;55,5;66,9;2,6;46,4;35,0;4,057;-0,021;0,002;15,4;3,9;20,0;1;36,4;1;49,6;65,2;7,5;7,3
41. 42620-01FP-004;22-23;76,0;154;117;6,72;6,64;-0,25;6,39;6,55;6,0;;;;64,5;10,7;23,1;121;629;-0,3;3,4;7;0,0;;;;;voldoende;96,08;89,64;6,72;-0,25;18,32;16,1;320,8;229,3;37,0;19,4;5125,0;7,5;2,3;91,5;8,5;24;1;1;22;62;54,5;0,2;56,9;26,2;52,3;55,5;66,9;2,6;46,4;35,0;4,057;-0,021;0,002;15,4;3,9;20,0;1;36,4;1;49,4;67,5;9,1;7,7
41. 42620-01FP-004;23-24;77,0;135;104;6,56;6,44;-0,12;6,28;6,3;6,1;11,0;11,0;4,0;66,7;6,5;25,9;108;622;-1,1;2,3;5;0,0;5,9;7,5;7,1;9,3;voldoende;96,08;89,64;6,72;-0,25;18,32;;;;;;;9,2;1,5;0,0;100,0;19;1;1;15;61;56,3;0,2;56,9;26,2;52,3;55,5;66,9;2,6;46,4;35,0;4,057;-0,021;0,002;15,4;3,9;20,0;1;36,4;1;50,2;66,8;100,0;100,0
41. 42620-01FP-004;24-25;71,0;145;103;6,51;6,59;0,08;6,15;6,4;5,8;20,0;23,0;6,0;;;;;666;7,1;4,5;11;0,0;;;;;voldoende;96,08;89,64;6,72;-0,25;18,32;;;;;;;;;;;19;1;1;30;53;57,2;0,2;56,9;26,2;52,3;55,5;66,9;2,6;46,4;35,0;4,057;-0,021;0,002;15,4;3,9;20,0;1;36,4;1;50,5;61,3;0,0;0,0
42. 40586-30GC-000;21-22;95,1;102;97;6,51;6,86;0,29;6,47;5,46;5,91;;;;37,1;0,0;62,9;97;818;;4,8;39;1,4;;;7,9;;voldoende;98,15;92,68;6,71;0,08;-1,75;15,2;72,9;54,2;31,7;53,0;5205,0;9,8;3,4;91,7;8,3;21;1;1;28;78;103,9;0,03;50,9;26,0;43,9;49,5;34,6;1,3;55,4;34,8;4,17;-0,092;-0,069;25,0;16,6;66,4;0;0,0;0;51,1;57,2;4,0;5,3
42. 40586-30GC-000;22-23;88,5;113;100;6,71;6,84;0,08;6,66;7,07;6,56;;;;44,0;0,0;56,0;100;826;1,0;5,5;45;0,7;6,5;;7,4;;voldoende;98,15;92,68;6,71;0,08;-1,75;15,6;70,3;53,0;27,8;53,3;5687,0;8,5;1,7;93,8;6,2;21;1;1;31;91;108,0;0,03;50,9;26,0;43,9;49,5;34,6;1,3;55,4;34,8;4,17;-0,092;-0,069;25,0;16,6;66,4;0;0,0;0;49,6;50,8;6,7;3,4
42. 40586-30GC-000;23-24;93,7;142;133;6,69;6,78;0,09;6,71;6,8;6,6;74,0;32,0;54,0;42,1;3,0;54,1;133;826;0,0;4,1;34;0,8;6,7;8,1;7,7;9,1;voldoende;98,15;92,68;6,71;0,08;-1,75;;;;;;;9,4;1,4;0,0;100,0;19;1;1;41;99;98,6;0,03;50,9;26,0;43,9;49,5;34,6;1,3;55,4;34,8;4,17;-0,092;-0,069;25,0;16,6;66,4;0;0,0;0;50,2;51,2;100,0;100,0
42. 40586-30GC-000;24-25;88,3;111;98;6,68;6,78;0,1;6,65;6,8;6,8;35,0;32,0;65,0;;;;;843;2,1;3,3;27;0,6;;;;;voldoende;98,15;92,68;6,71;0,08;-1,75;;;;;;;;;;;19;1;1;32;90;109,9;0,03;50,9;26,0;43,9;49,5;34,6;1,3;55,4;34,8;4,17;-0,092;-0,069;25,0;16,6;66,4;0;0,0;0;49,5;54,9;0,0;0,0
43. 42621-14RF-006;21-22;95,4;194;185;6,9;7,02;0,06;6,66;6,84;6,65;;;;65,2;3,7;29,9;187;803;;8,4;33;1,8;6,7;;7,6;;voldoende;97,66;93,32;7,11;-0,14;-0,74;13,3;286,7;213,3;44,8;33,3;4966,0;8,6;2,2;87,7;12,3;22;1;1;54;73;65,5;0,1;54,0;29,5;46,6;52,9;36,5;1,5;51,3;30,4;4,179;-0,072;-0,053;28,5;13,4;39,0;0;25,0;1;43,5;58,8;5,9;8,0
43. 42621-14RF-006;22-23;91,7;181;166;7,11;7,01;-0,14;6,81;6,44;7,49;;;;67,3;1,2;29,2;168;807;0,5;10,2;41;1,5;6,7;;7,6;9,1;voldoende;97,66;93,32;7,11;-0,14;-0,74;12,9;284,0;210,8;42,8;36,5;5544,0;9,8;1,8;89,3;10,7;24;1;1;62;62;68,5;0,1;54,0;29,5;46,6;52,9;36,5;1,5;51,3;30,4;4,179;-0,072;-0,053;28,5;13,4;39,0;0;25,0;1;42,0;57,6;5,3;5,3
43. 42621-14RF-006;23-24;95,0;141;134;6,94;6,78;-0,16;6,8;6,7;6,6;92,0;68,0;56,0;59,0;0,7;40,3;139;787;-2,5;12,8;53;2,7;6,6;8,1;7,6;;voldoende;97,66;93,32;7,11;-0,14;-0,74;;;;;;;7,5;1,9;0,0;100,0;18;1;1;39;67;75,2;0,1;54,0;29,5;46,6;52,9;36,5;1,5;51,3;30,4;4,179;-0,072;-0,053;28,5;13,4;39,0;0;25,0;1;42,4;56,9;100,0;100,0
43. 42621-14RF-006;24-25;87,1;163;142;6,86;6,73;-0,13;6,64;6,5;6,7;68,0;73,0;46,0;;;;;830;5,5;8,8;33;2,9;;;;;voldoende;97,66;93,32;7,11;-0,14;-0,74;;;;;;;;;;;18;1;1;57;66;75,5;0,1;54,0;29,5;46,6;52,9;36,5;1,5;51,3;30,4;4,179;-0,072;-0,053;28,5;13,4;39,0;0;25,0;1;41,6;54,5;0,0;0,0
44. 20151-31RY-000;21-22;89,3;103;92;6,19;6,76;0,33;6,21;6,86;5,49;;;;80,4;3,3;16,3;92;646;;;;;6,9;;7,8;8,7;geen oordeel;96,18;86,46;6,5;0,11;;18,9;50,3;34,0;26,5;53,0;5080,0;2,7;1,9;93,2;6,8;25;1;1;8;59;65,0;-0,14;46,9;18,1;41,2;44,5;43,4;1,6;52,1;39,3;3,992;-0,112;-0,049;55,6;41,5;53,6;0;21,1;1;46,9;52,2;9,3;10,6
44. 20151-31RY-000;22-23;84,8;92;78;6,5;6,83;0,11;6,5;7,6;7,62;;;;82,1;7,7;10,3;78;643;-0,5;7,2;47;2,5;7,2;;7,9;8,7;geen oordeel;96,18;86,46;6,5;0,11;;19,9;51,6;37,0;29,7;44,7;5471,0;2,4;1,3;89,9;10,1;24;1;1;8;46;58,7;-0,14;46,9;18,1;41,2;44,5;43,4;1,6;52,1;39,3;3,992;-0,112;-0,049;55,6;41,5;53,6;0;21,1;1;47,1;55,8;13,5;9,9
44. 20151-31RY-000;23-24;92,7;82;76;6,93;6,68;-0,24;6,89;7,2;7,1;67,0;63,0;32,0;78,9;10,5;6,6;76;736;14,5;5,1;33;3,2;7,3;8,8;;9,3;geen oordeel;96,18;86,46;6,5;0,11;;;;;;;;2,3;1,2;0,0;100,0;18;1;1;9;44;64,6;-0,14;46,9;18,1;41,2;44,5;43,4;1,6;52,1;39,3;3,992;-0,112;-0,049;55,6;41,5;53,6;0;21,1;1;44,4;64,3;100,0;100,0
44. 20151-31RY-000;24-25;97,4;76;74;6,8;6,8;-0,0;6,81;7,2;6,7;93,0;68,0;49,0;;;;;722;-1,9;4,8;36;5,2;;;;;geen oordeel;96,18;86,46;6,5;0,11;;;;;;;;;;;;18;1;1;24;25;64,5;-0,14;46,9;18,1;41,2;44,5;43,4;1,6;52,1;39,3;3,992;-0,112;-0,049;55,6;41,5;53,6;0;21,1;1;45,4;74,4;0,0;0,0
45. 99048-19HV-000;21-22;75,3;77;58;6,28;6,73;0,14;6,04;6,52;6,9;;;;75,9;5,2;19,0;58;679;;5,7;26;2,4;6,7;;7,7;;voldoende;98,36;84,79;6,19;0,26;28,74;14,9;86,3;68,8;12,3;42,0;5031,0;;;97,6;2,4;28;1;1;12;32;57,1;-0,15;45,1;13,1;43,9;43,2;53,6;2,5;28,4;8,4;4,081;-0,028;-0,004;52,9;29,8;40,1;0;64,5;1;47,6;56,0;11,5;8,4
45. 99048-19HV-000;22-23;80,3;66;53;6,46;6,85;0,16;6,25;5,87;7,67;;;;62,3;13,2;22,6;53;652;-4,0;10,0;42;5,0;6,4;;7,2;;voldoende;98,36;84,79;6,19;0,26;28,74;15,9;122,0;66,9;13,8;35,3;5421,0;7,7;1,2;97,3;2,7;28;1;1;7;24;47,0;-0,15;45,1;13,1;43,9;43,2;53,6;2,5;28,4;8,4;4,081;-0,028;-0,004;52,9;29,8;40,1;0;64,5;1;46,9;56,6;8,7;5,9
45. 99048-19HV-000;23-24;70,2;94;66;6,24;6,62;0,38;6,22;5,8;5,4;1,0;1,0;11,0;54,5;13,6;31,8;66;661;1,4;8,7;35;2,7;6,6;7,9;7,1;9,1;voldoende;98,36;84,79;6,19;0,26;28,74;;;;;;;5,3;1,1;0,0;100,0;20;1;1;9;25;36,2;-0,15;45,1;13,1;43,9;43,2;53,6;2,5;28,4;8,4;4,081;-0,028;-0,004;52,9;29,8;40,1;0;64,5;1;48,1;49,7;100,0;100,0
45. 99048-19HV-000;24-25;85,5;62;53;6,41;6,66;0,25;6,36;7,6;5,2;26,0;13,0;13,0;;;;;555;-16,0;9,4;62;5,9;;;;;voldoende;98,36;84,79;6,19;0,26;28,74;;;;;;;;;;;19;1;1;8;14;35,5;-0,15;45,1;13,1;43,9;43,2;53,6;2,5;28,4;8,4;4,081;-0,028;-0,004;52,9;29,8;40,1;0;64,5;1;44,7;54,4;0,0;0,0
46. 41298-02VO-000;21-22;96,9;97;94;6,75;6,93;0,11;6,71;5,66;5,26;;;;74,5;1,1;24,5;94;779;;5,4;40;1,0;6,8;;;;onvoldoende, tenzij;94,06;93,93;6,86;-0,07;0,78;18,3;60,6;47,6;38,6;34,3;4842,0;7,1;1,9;86,9;13,1;22;1;1;23;83;109,3;0,25;60,3;34,1;58,1;61,0;60,3;1,6;40,9;24,5;4,232;0,007;-0,012;33,5;13,7;35,7;0;4,1;0;43,9;63,3;5,3;5,8
46. 41298-02VO-000;22-23;89,0;118;105;6,86;6,88;-0,07;6,85;6,54;5,84;;;;80,0;1,9;18,1;105;764;-1,9;0,0;0;0,0;6,8;;7,8;;onvoldoende, tenzij;94,06;93,93;6,86;-0,07;0,78;17,3;63,0;53,0;43,0;31,1;5438,0;;;93,8;6,2;22;1;1;39;82;102,5;0,25;60,3;34,1;58,1;61,0;60,3;1,6;40,9;24,5;4,232;0,007;-0,012;33,5;13,7;35,7;0;4,1;0;42,1;66,3;4,3;3,4
46. 41298-02VO-000;23-24;91,8;85;78;6,9;6,83;-0,07;6,81;6,5;6,3;60,0;46,0;65,0;79,5;0,0;20,5;78;765;0,1;0,0;0;19,6;6,8;8,2;;9,3;onvoldoende, tenzij;94,06;93,93;6,86;-0,07;0,78;;;;;;;;;0,0;100,0;18;1;1;24;64;103,5;0,25;60,3;34,1;58,1;61,0;60,3;1,6;40,9;24,5;4,232;0,007;-0,012;33,5;13,7;35,7;0;4,1;0;42,5;71,3;100,0;100,0
46. 41298-02VO-000;24-25;89,0;109;97;6,73;6,82;0,08;6,75;6,6;6,2;42,0;56,0;51,0;;;;;778;1,7;0,0;0;15,2;;;;;onvoldoende, tenzij;94,06;93,93;6,86;-0,07;0,78;;;;;;;;;;;18;1;1;41;74;105,5;0,25;60,3;34,1;58,1;61,0;60,3;1,6;40,9;24,5;4,232;0,007;-0,012;33,5;13,7;35,7;0;4,1;0;41,4;71,1;0,0;0,0
