tSchool;Schooljaar;Profiel;Geslacht;Examenkandidaten;Geslaagden;Slaagpercentage
23. 13749-20DD-000;23-24;N&T/N&G;Man;28;26;92.9
23. 13749-20DD-000;23-24;N&T/N&G;Vrouw;42;39;92.9
23. 13749-20DD-000;24-25;C&M;Man;0;0;0.0
23. 13749-20DD-000;24-25;E&M;Vrouw;0;0;0.0
23. 13749-20DD-000;24-25;E&M/C&M;Man;35;31;88.6
23. 13749-20DD-000;24-25;E&M/C&M;Vrouw;20;20;100.0
23. 13749-20DD-000;24-25;N&G;Man;11;10;90.9
23. 13749-20DD-000;24-25;N&T;Man;11;10;90.9
23. 13749-20DD-000;24-25;N&T;Vrouw;6;6;100.0
23. 13749-20DD-000;24-25;N&T/N&G;Man;14;13;92.9
23. 13749-20DD-000;24-25;N&T/N&G;Vrouw;28;25;89.3
25. 41347-14WI-000;21-22;C&M;Vrouw;8;7;87.5
25. 41347-14WI-000;21-22;E&M;Man;0;0;0.0
25. 41347-14WI-000;21-22;E&M;Vrouw;0;0;0.0
25. 41347-14WI-000;21-22;E&M/C&M;Man;13;12;92.3
25. 41347-14WI-000;21-22;E&M/C&M;Vrouw;12;11;91.7
25. 41347-14WI-000;21-22;N&G;Vrouw;12;12;100.0
25. 41347-14WI-000;21-22;N&G/C&M;Man;0;0;0.0
25. 41347-14WI-000;21-22;N&G/C&M;Vrouw;0;0;0.0
25. 41347-14WI-000;21-22;N&G/E&M;Man;0;0;0.0
25. 41347-14WI-000;21-22;N&G/E&M;Vrouw;0;0;0.0
25. 41347-14WI-000;21-22;N&T/N&G;Man;15;15;100.0
25. 41347-14WI-000;21-22;N&T/N&G;Vrouw;13;13;100.0
25. 41347-14WI-000;22-23;C&M;Vrouw;11;6;54.5
25. 41347-14WI-000;22-23;E&M;Man;0;0;0.0
25. 41347-14WI-000;22-23;E&M;Vrouw;0;0;0.0
25. 41347-14WI-000;22-23;E&M/C&M;Man;9;5;55.6
25. 41347-14WI-000;22-23;E&M/C&M;Vrouw;9;5;55.6
25. 41347-14WI-000;22-23;N&G;Man;8;7;87.5
25. 41347-14WI-000;22-23;N&G;Vrouw;9;7;77.8
25. 41347-14WI-000;22-23;N&G/C&M;Man;0;0;0.0
25. 41347-14WI-000;22-23;N&G/C&M;Vrouw;;0;0.0
25. 41347-14WI-000;22-23;N&G/E&M;Man;0;0;0.0
25. 41347-14WI-000;22-23;N&G/E&M;Vrouw;0;0;0.0
25. 41347-14WI-000;22-23;N&T/N&G;Man;21;18;85.7
25. 41347-14WI-000;22-23;N&T/N&G;Vrouw;12;10;83.3
25. 41347-14WI-000;23-24;C&M;Vrouw;12;9;75.0
25. 41347-14WI-000;23-24;E&M;Man;0;0;0.0
25. 41347-14WI-000;23-24;E&M;Vrouw;0;0;0.0
25. 41347-14WI-000;23-24;E&M/C&M;Man;8;8;100.0
25. 41347-14WI-000;23-24;E&M/C&M;Vrouw;7;5;71.4
25. 41347-14WI-000;23-24;N&G;Man;6;;66.7
25. 41347-14WI-000;23-24;N&G;Vrouw;9;;44.4
25. 41347-14WI-000;23-24;N&G/C&M;Man;0;0;0.0
25. 41347-14WI-000;23-24;N&G/C&M;Vrouw;0;0;0.0
25. 41347-14WI-000;23-24;N&G/E&M;Vrouw;0;0;0.0
25. 41347-14WI-000;23-24;N&T/N&G;Man;6;5;83.3
25. 41347-14WI-000;23-24;N&T/N&G;Vrouw;8;8;100.0
25. 41347-14WI-000;24-25;C&M;Vrouw;16;13;81.2
25. 41347-14WI-000;24-25;E&M;Vrouw;0;0;0.0
25. 41347-14WI-000;24-25;E&M/C&M;Man;5;5;100.0
25. 41347-14WI-000;24-25;E&M/C&M;Vrouw;6;;50.0
25. 41347-14WI-000;24-25;N&G;Vrouw;8;7;87.5
25. 41347-14WI-000;24-25;N&G/C&M;Man;0;0;0.0
25. 41347-14WI-000;24-25;N&G/C&M;Vrouw;0;0;0.0
25. 41347-14WI-000;24-25;N&G/E&M;Man;0;0;0.0
25. 41347-14WI-000;24-25;N&G/E&M;Vrouw;0;0;0.0
25. 41347-14WI-000;24-25;N&T/N&G;Man;17;15;88.2
25. 41347-14WI-000;24-25;N&T/N&G;Vrouw;11;9;81.8
26. 13603-20DL-002;21-22;C&M;Man;0;0;0.0
26. 13603-20DL-002;21-22;C&M;Man;0;0;0.0
26. 13603-20DL-002;21-22;C&M;Vrouw;6;5;83.3
26. 13603-20DL-002;21-22;C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;21-22;C&M;Vrouw;5;;60.0
26. 13603-20DL-002;21-22;E&M;Man;10;10;100.0
26. 13603-20DL-002;21-22;E&M;Man;0;0;0.0
26. 13603-20DL-002;21-22;E&M;Man;5;;80.0
26. 13603-20DL-002;21-22;E&M;Vrouw;0;0;0.0
26. 13603-20DL-002;21-22;E&M;Vrouw;6;6;100.0
26. 13603-20DL-002;21-22;E&M/C&M;Man;5;;80.0
26. 13603-20DL-002;21-22;E&M/C&M;Man;0;0;0.0
26. 13603-20DL-002;21-22;E&M/C&M;Man;19;17;89.5
26. 13603-20DL-002;21-22;E&M/C&M;Vrouw;8;6;75.0
26. 13603-20DL-002;21-22;E&M/C&M;Vrouw;8;8;100.0
26. 13603-20DL-002;21-22;N&G;Man;7;6;85.7
26. 13603-20DL-002;21-22;N&G;Man;0;0;0.0
26. 13603-20DL-002;21-22;N&G;Man;;0;0.0
26. 13603-20DL-002;21-22;N&G;Man;;0;0.0
26. 13603-20DL-002;21-22;N&G;Vrouw;11;11;100.0
26. 13603-20DL-002;21-22;N&G;Vrouw;0;0;0.0
26. 13603-20DL-002;21-22;N&G;Vrouw;8;8;100.0
26. 13603-20DL-002;21-22;N&G;Vrouw;5;;60.0
26. 13603-20DL-002;21-22;N&G/C&M;Man;0;0;0.0
26. 13603-20DL-002;21-22;N&G/C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;21-22;N&G/E&M;Man;0;0;0.0
26. 13603-20DL-002;21-22;N&G/E&M;Vrouw;0;0;0.0
26. 13603-20DL-002;21-22;N&T;Man;0;0;0.0
26. 13603-20DL-002;21-22;N&T;Man;0;0;0.0
26. 13603-20DL-002;21-22;N&T;Vrouw;0;0;0.0
26. 13603-20DL-002;21-22;N&T;Vrouw;0;0;0.0
26. 13603-20DL-002;21-22;N&T/C&M;Man;0;0;0.0
26. 13603-20DL-002;21-22;N&T/C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;21-22;N&T/N&G;Man;12;11;91.7
26. 13603-20DL-002;21-22;N&T/N&G;Man;9;9;100.0
26. 13603-20DL-002;21-22;N&T/N&G;Man;0;0;0.0
26. 13603-20DL-002;21-22;N&T/N&G;Vrouw;9;9;100.0
26. 13603-20DL-002;21-22;N&T/N&G;Vrouw;19;17;89.5
26. 13603-20DL-002;22-23;C&M;Man;;0;0.0
26. 13603-20DL-002;22-23;C&M;Man;0;0;0.0
26. 13603-20DL-002;22-23;C&M;Man;;0;0.0
26. 13603-20DL-002;22-23;C&M;Vrouw;6;6;100.0
26. 13603-20DL-002;22-23;C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;22-23;E&M;Man;0;0;0.0
26. 13603-20DL-002;22-23;E&M;Vrouw;0;0;0.0
26. 13603-20DL-002;22-23;E&M/C&M;Man;7;5;71.4
26. 13603-20DL-002;22-23;E&M/C&M;Man;0;0;0.0
26. 13603-20DL-002;22-23;E&M/C&M;Man;10;6;60.0
26. 13603-20DL-002;22-23;E&M/C&M;Man;0;0;0.0
26. 13603-20DL-002;22-23;E&M/C&M;Vrouw;9;5;55.6
26. 13603-20DL-002;22-23;E&M/C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;22-23;E&M/C&M;Vrouw;6;5;83.3
26. 13603-20DL-002;22-23;E&M/C&M;Vrouw;5;;80.0
26. 13603-20DL-002;22-23;N&G;Man;9;7;77.8
26. 13603-20DL-002;22-23;N&G;Man;0;0;0.0
26. 13603-20DL-002;22-23;N&G;Vrouw;8;5;62.5
26. 13603-20DL-002;22-23;N&G/C&M;Man;0;0;0.0
26. 13603-20DL-002;22-23;N&G/E&M;Vrouw;0;0;0.0
26. 13603-20DL-002;22-23;N&T;Man;6;6;100.0
26. 13603-20DL-002;22-23;N&T;Man;;0;0.0
26. 13603-20DL-002;22-23;N&T;Man;0;0;0.0
26. 13603-20DL-002;22-23;N&T;Vrouw;0;0;0.0
26. 13603-20DL-002;22-23;N&T;Vrouw;0;0;0.0
26. 13603-20DL-002;22-23;N&T/C&M;Man;0;0;0.0
26. 13603-20DL-002;22-23;N&T/C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;22-23;N&T/N&G;Man;12;12;100.0
26. 13603-20DL-002;22-23;N&T/N&G;Man;11;11;100.0
26. 13603-20DL-002;22-23;N&T/N&G;Man;;0;0.0
26. 13603-20DL-002;22-23;N&T/N&G;Vrouw;7;6;85.7
26. 13603-20DL-002;22-23;N&T/N&G;Vrouw;8;6;75.0
26. 13603-20DL-002;23-24;C&M;Man;0;0;0.0
26. 13603-20DL-002;23-24;C&M;Man;0;0;0.0
26. 13603-20DL-002;23-24;E&M;Man;12;11;91.7
26. 13603-20DL-002;23-24;E&M;Man;0;0;0.0
26. 13603-20DL-002;23-24;E&M;Vrouw;;0;0.0
26. 13603-20DL-002;23-24;E&M/C&M;Man;21;17;81.0
26. 13603-20DL-002;23-24;E&M/C&M;Man;0;0;0.0
26. 13603-20DL-002;23-24;E&M/C&M;Vrouw;19;18;94.7
26. 13603-20DL-002;23-24;N&G;Man;0;0;0.0
26. 13603-20DL-002;23-24;N&G;Vrouw;6;5;83.3
26. 13603-20DL-002;23-24;N&G;Vrouw;0;0;0.0
26. 13603-20DL-002;23-24;N&G/C&M;Man;0;0;0.0
26. 13603-20DL-002;23-24;N&G/C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;23-24;N&G/E&M;Man;0;0;0.0
26. 13603-20DL-002;23-24;N&T;Man;10;8;80.0
26. 13603-20DL-002;23-24;N&T;Man;;0;0.0
26. 13603-20DL-002;23-24;N&T;Vrouw;0;0;0.0
26. 13603-20DL-002;23-24;N&T/C&M;Man;0;0;0.0
26. 13603-20DL-002;23-24;N&T/C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;23-24;N&T/N&G;Man;13;12;92.3
26. 13603-20DL-002;23-24;N&T/N&G;Man;0;0;0.0
26. 13603-20DL-002;23-24;N&T/N&G;Man;8;8;100.0
26. 13603-20DL-002;23-24;N&T/N&G;Vrouw;;0;0.0
26. 13603-20DL-002;23-24;N&T/N&G;Vrouw;15;15;100.0
26. 13603-20DL-002;23-24;N&T/N&G;Vrouw;6;5;83.3
26. 13603-20DL-002;24-25;C&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;C&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;C&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;C&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;24-25;C&M;Vrouw;10;9;90.0
26. 13603-20DL-002;24-25;E&M;Man;5;;60.0
26. 13603-20DL-002;24-25;E&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;E&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;E&M;Vrouw;0;0;0.0
26. 13603-20DL-002;24-25;E&M;Vrouw;0;0;0.0
26. 13603-20DL-002;24-25;E&M/C&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;E&M/C&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;E&M/C&M;Man;6;6;100.0
26. 13603-20DL-002;24-25;E&M/C&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;E&M/C&M;Vrouw;0;0;0.0
26. 13603-20DL-002;24-25;N&G;Man;0;0;0.0
26. 13603-20DL-002;24-25;N&G;Vrouw;0;0;0.0
26. 13603-20DL-002;24-25;N&G;Vrouw;;0;0.0
26. 13603-20DL-002;24-25;N&G/C&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;N&G/E&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;N&G/E&M;Vrouw;0;0;0.0
26. 13603-20DL-002;24-25;N&T;Man;5;5;100.0
26. 13603-20DL-002;24-25;N&T;Vrouw;0;0;0.0
26. 13603-20DL-002;24-25;N&T;Vrouw;0;0;0.0
26. 13603-20DL-002;24-25;N&T/C&M;Man;0;0;0.0
26. 13603-20DL-002;24-25;N&T/N&G;Man;8;7;87.5
26. 13603-20DL-002;24-25;N&T/N&G;Man;0;0;0.0
26. 13603-20DL-002;24-25;N&T/N&G;Man;7;7;100.0
26. 13603-20DL-002;24-25;N&T/N&G;Vrouw;7;6;85.7
27. 42505-20DP-000;21-22;C&M;Man;6;5;83.3
27. 42505-20DP-000;21-22;C&M;Vrouw;8;8;100.0
27. 42505-20DP-000;21-22;E&M;Vrouw;0;0;0.0
27. 42505-20DP-000;21-22;E&M/C&M;Man;24;24;100.0
27. 42505-20DP-000;21-22;E&M/C&M;Vrouw;14;14;100.0
27. 42505-20DP-000;21-22;N&G;Man;11;10;90.9
27. 42505-20DP-000;21-22;N&G;Vrouw;12;10;83.3
27. 42505-20DP-000;21-22;N&G/C&M;Man;0;0;0.0
27. 42505-20DP-000;21-22;N&G/E&M;Man;0;0;0.0
27. 42505-20DP-000;21-22;N&T;Vrouw;0;0;0.0
27. 42505-20DP-000;21-22;N&T/N&G;Man;42;42;100.0
27. 42505-20DP-000;21-22;N&T/N&G;Vrouw;33;30;90.9
27. 42505-20DP-000;22-23;C&M;Man;11;10;90.9
27. 42505-20DP-000;22-23;C&M;Vrouw;12;7;58.3
27. 42505-20DP-000;22-23;E&M;Man;6;5;83.3
27. 42505-20DP-000;22-23;E&M;Vrouw;;0;0.0
27. 42505-20DP-000;22-23;E&M/C&M;Man;28;24;85.7
27. 42505-20DP-000;22-23;E&M/C&M;Vrouw;17;16;94.1
27. 42505-20DP-000;22-23;N&G;Man;9;9;100.0
27. 42505-20DP-000;22-23;N&G;Vrouw;11;9;81.8
27. 42505-20DP-000;22-23;N&G/C&M;Man;0;0;0.0
27. 42505-20DP-000;22-23;N&G/E&M;Vrouw;0;0;0.0
27. 42505-20DP-000;22-23;N&T/N&G;Man;42;42;100.0
27. 42505-20DP-000;22-23;N&T/N&G;Vrouw;24;22;91.7
27. 42505-20DP-000;23-24;C&M;Man;6;5;83.3
27. 42505-20DP-000;23-24;C&M;Vrouw;13;13;100.0
27. 42505-20DP-000;23-24;E&M;Man;0;0;0.0
27. 42505-20DP-000;23-24;E&M/C&M;Man;18;16;88.9
27. 42505-20DP-000;23-24;E&M/C&M;Vrouw;18;18;100.0
27. 42505-20DP-000;23-24;N&G;Man;8;8;100.0
27. 42505-20DP-000;23-24;N&G;Vrouw;9;9;100.0
27. 42505-20DP-000;23-24;N&G/C&M;Man;0;0;0.0
27. 42505-20DP-000;23-24;N&G/C&M;Vrouw;0;0;0.0
27. 42505-20DP-000;23-24;N&G/E&M;Vrouw;0;0;0.0
27. 42505-20DP-000;23-24;N&T;Man;10;10;100.0
27. 42505-20DP-000;23-24;N&T/N&G;Man;30;29;96.7
27. 42505-20DP-000;23-24;N&T/N&G;Vrouw;27;24;88.9
27. 42505-20DP-000;24-25;C&M;Man;6;6;100.0
27. 42505-20DP-000;24-25;C&M;Vrouw;11;11;100.0
27. 42505-20DP-000;24-25;E&M/C&M;Man;24;21;87.5
27. 42505-20DP-000;24-25;E&M/C&M;Vrouw;14;14;100.0
27. 42505-20DP-000;24-25;N&G;Man;11;10;90.9
27. 42505-20DP-000;24-25;N&G;Vrouw;9;7;77.8
27. 42505-20DP-000;24-25;N&G/E&M;Vrouw;0;0;0.0
27. 42505-20DP-000;24-25;N&T/N&G;Man;23;22;95.7
27. 42505-20DP-000;24-25;N&T/N&G;Vrouw;32;30;93.8
27. 42505-30GD-000;21-22;C&M;Vrouw;9;9;100.0
27. 42505-30GD-000;21-22;E&M;Man;0;0;0.0
27. 42505-30GD-000;21-22;E&M/C&M;Man;19;19;100.0
27. 42505-30GD-000;21-22;E&M/C&M;Vrouw;16;16;100.0
27. 42505-30GD-000;21-22;N&G;Man;11;11;100.0
27. 42505-30GD-000;21-22;N&G;Vrouw;12;12;100.0
27. 42505-30GD-000;21-22;N&G/C&M;Man;0;0;0.0
27. 42505-30GD-000;21-22;N&G/C&M;Vrouw;0;0;0.0
27. 42505-30GD-000;21-22;N&T/C&M;Man;0;0;0.0
27. 42505-30GD-000;21-22;N&T/C&M;Vrouw;0;0;0.0
27. 42505-30GD-000;21-22;N&T/E&M;Man;0;0;0.0
27. 42505-30GD-000;21-22;N&T/E&M;Vrouw;0;0;0.0
27. 42505-30GD-000;21-22;N&T/N&G;Man;39;39;100.0
27. 42505-30GD-000;21-22;N&T/N&G;Vrouw;29;29;100.0
27. 42505-30GD-000;22-23;C&M;Vrouw;;0;0.0
27. 42505-30GD-000;22-23;E&M;Vrouw;0;0;0.0
27. 42505-30GD-000;22-23;E&M/C&M;Man;13;13;100.0
27. 42505-30GD-000;22-23;E&M/C&M;Vrouw;13;13;100.0
27. 42505-30GD-000;22-23;N&G;Man;12;9;75.0
27. 42505-30GD-000;22-23;N&G;Vrouw;11;10;90.9
27. 42505-30GD-000;22-23;N&G/C&M;Man;0;0;0.0
27. 42505-30GD-000;22-23;N&G/C&M;Vrouw;0;0;0.0
27. 42505-30GD-000;22-23;N&T;Man;5;5;100.0
27. 42505-30GD-000;22-23;N&T;Vrouw;0;0;0.0
27. 42505-30GD-000;22-23;N&T/C&M;Vrouw;0;0;0.0
27. 42505-30GD-000;22-23;N&T/E&M;Man;0;0;0.0
27. 42505-30GD-000;22-23;N&T/E&M;Vrouw;0;0;0.0
27. 42505-30GD-000;22-23;N&T/N&G;Man;38;37;97.4
27. 42505-30GD-000;22-23;N&T/N&G;Vrouw;19;19;100.0
27. 42505-30GD-000;23-24;C&M;Man;7;7;100.0
27. 42505-30GD-000;23-24;C&M;Vrouw;11;11;100.0
27. 42505-30GD-000;23-24;E&M/C&M;Man;23;21;91.3
27. 42505-30GD-000;23-24;E&M/C&M;Vrouw;21;20;95.2
27. 42505-30GD-000;23-24;N&G;Man;8;5;62.5
27. 42505-30GD-000;23-24;N&G;Vrouw;8;8;100.0
27. 42505-30GD-000;23-24;N&G/C&M;Man;0;0;0.0
27. 42505-30GD-000;23-24;N&G/C&M;Vrouw;0;0;0.0
27. 42505-30GD-000;23-24;N&T/C&M;Man;0;0;0.0
27. 42505-30GD-000;23-24;N&T/C&M;Vrouw;0;0;0.0
27. 42505-30GD-000;23-24;N&T/E&M;Vrouw;0;0;0.0
27. 42505-30GD-000;23-24;N&T/N&G;Man;38;35;92.1
27. 42505-30GD-000;23-24;N&T/N&G;Vrouw;33;30;90.9
27. 42505-30GD-000;24-25;C&M;Vrouw;8;7;87.5
27. 42505-30GD-000;24-25;E&M;Vrouw;0;0;0.0
27. 42505-30GD-000;24-25;E&M/C&M;Man;15;14;93.3
27. 42505-30GD-000;24-25;E&M/C&M;Vrouw;15;15;100.0
27. 42505-30GD-000;24-25;N&G;Man;12;9;75.0
27. 42505-30GD-000;24-25;N&G;Vrouw;14;14;100.0
27. 42505-30GD-000;24-25;N&G/C&M;Man;0;0;0.0
27. 42505-30GD-000;24-25;N&G/C&M;Vrouw;0;0;0.0
27. 42505-30GD-000;24-25;N&T;Man;5;5;100.0
27. 42505-30GD-000;24-25;N&T/C&M;Man;0;0;0.0
27. 42505-30GD-000;24-25;N&T/C&M;Vrouw;0;0;0.0
27. 42505-30GD-000;24-25;N&T/E&M;Man;0;0;0.0
27. 42505-30GD-000;24-25;N&T/E&M;Vrouw;0;0;0.0
27. 42505-30GD-000;24-25;N&T/N&G;Man;32;28;87.5
27. 42505-30GD-000;24-25;N&T/N&G;Vrouw;21;20;95.2
28. 41211-17JY-000;21-22;C&M;Man;5;5;100.0
28. 41211-17JY-000;21-22;C&M;Vrouw;10;10;100.0
28. 41211-17JY-000;21-22;E&M;Man;0;0;0.0
28. 41211-17JY-000;21-22;E&M/C&M;Man;28;23;82.1
28. 41211-17JY-000;21-22;E&M/C&M;Vrouw;10;10;100.0
28. 41211-17JY-000;21-22;N&G;Man;6;6;100.0
28. 41211-17JY-000;21-22;N&G;Vrouw;12;11;91.7
28. 41211-17JY-000;21-22;N&T;Man;7;7;100.0
28. 41211-17JY-000;21-22;N&T/N&G;Man;17;17;100.0
28. 41211-17JY-000;21-22;N&T/N&G;Vrouw;20;20;100.0
28. 41211-17JY-000;22-23;C&M;Man;5;;80.0
28. 41211-17JY-000;22-23;C&M;Vrouw;7;5;71.4
28. 41211-17JY-000;22-23;E&M;Man;0;0;0.0
28. 41211-17JY-000;22-23;E&M/C&M;Man;21;19;90.5
28. 41211-17JY-000;22-23;E&M/C&M;Vrouw;9;9;100.0
28. 41211-17JY-000;22-23;N&G;Vrouw;6;5;83.3
28. 41211-17JY-000;22-23;N&T;Man;9;9;100.0
28. 41211-17JY-000;22-23;N&T/N&G;Man;21;21;100.0
28. 41211-17JY-000;22-23;N&T/N&G;Vrouw;16;16;100.0
28. 41211-17JY-000;23-24;C&M;Vrouw;12;12;100.0
28. 41211-17JY-000;23-24;E&M;Man;0;0;0.0
28. 41211-17JY-000;23-24;E&M/C&M;Man;25;23;92.0
28. 41211-17JY-000;23-24;E&M/C&M;Vrouw;13;12;92.3
28. 41211-17JY-000;23-24;N&T;Man;11;11;100.0
28. 41211-17JY-000;23-24;N&T/N&G;Man;17;16;94.1
28. 41211-17JY-000;23-24;N&T/N&G;Vrouw;18;18;100.0
28. 41211-17JY-000;24-25;C&M;Man;6;;66.7
28. 41211-17JY-000;24-25;C&M;Vrouw;7;;57.1
28. 41211-17JY-000;24-25;E&M;Vrouw;0;0;0.0
28. 41211-17JY-000;24-25;E&M/C&M;Man;18;17;94.4
28. 41211-17JY-000;24-25;N&T;Man;9;9;100.0
28. 41211-17JY-000;24-25;N&T/N&G;Man;22;22;100.0
28. 41211-17JY-000;24-25;N&T/N&G;Vrouw;8;8;100.0
29. 41285-20CI-000;21-22;C&M;Man;0;0;0.0
29. 41285-20CI-000;21-22;C&M;Vrouw;16;15;93.8
29. 41285-20CI-000;21-22;E&M;Man;12;12;100.0
29. 41285-20CI-000;21-22;E&M;Vrouw;0;0;0.0
29. 41285-20CI-000;21-22;E&M/C&M;Man;13;13;100.0
29. 41285-20CI-000;21-22;E&M/C&M;Vrouw;8;8;100.0
29. 41285-20CI-000;21-22;N&G;Man;22;20;90.9
29. 41285-20CI-000;21-22;N&G;Vrouw;15;15;100.0
29. 41285-20CI-000;21-22;N&G/E&M;Vrouw;0;0;0.0
29. 41285-20CI-000;21-22;N&T;Man;9;9;100.0
29. 41285-20CI-000;21-22;N&T/E&M;Vrouw;0;0;0.0
29. 41285-20CI-000;21-22;N&T/N&G;Man;48;47;97.9
29. 41285-20CI-000;21-22;N&T/N&G;Vrouw;22;22;100.0
29. 41285-20CI-000;22-23;C&M;Man;5;5;100.0
29. 41285-20CI-000;22-23;C&M;Vrouw;10;8;80.0
29. 41285-20CI-000;22-23;E&M;Man;15;13;86.7
29. 41285-20CI-000;22-23;E&M/C&M;Man;14;11;78.6
29. 41285-20CI-000;22-23;E&M/C&M;Vrouw;10;10;100.0
29. 41285-20CI-000;22-23;N&G;Man;13;11;84.6
29. 41285-20CI-000;22-23;N&G;Vrouw;19;17;89.5
29. 41285-20CI-000;22-23;N&G/E&M;Man;0;0;0.0
29. 41285-20CI-000;22-23;N&G/E&M;Vrouw;0;0;0.0
29. 41285-20CI-000;22-23;N&T;Man;6;6;100.0
29. 41285-20CI-000;22-23;N&T/E&M;Man;0;0;0.0
29. 41285-20CI-000;22-23;N&T/E&M;Vrouw;0;0;0.0
29. 41285-20CI-000;22-23;N&T/N&G;Man;39;38;97.4
29. 41285-20CI-000;22-23;N&T/N&G;Vrouw;30;29;96.7
29. 41285-20CI-000;23-24;C&M;Vrouw;13;13;100.0
29. 41285-20CI-000;23-24;E&M;Man;9;7;77.8
29. 41285-20CI-000;23-24;E&M/C&M;Man;18;14;77.8
29. 41285-20CI-000;23-24;E&M/C&M;Vrouw;16;14;87.5
29. 41285-20CI-000;23-24;N&G;Man;12;11;91.7
29. 41285-20CI-000;23-24;N&G;Vrouw;17;16;94.1
29. 41285-20CI-000;23-24;N&G/E&M;Man;0;0;0.0
