tSchool;Schooljaar;vakgroep;ce_raw;ce_predicted;va
13. 41386-19ZU-000;24-25;Talen;6.9;6.9498;-0.0498
14. 41525-20AI-000;21-22;Talen;6.86;6.8523;0.0077
14. 41525-20AI-000;22-23;Talen;6.866;6.8973;-0.0313
15. 41360-20LU-000;21-22;Talen;7.108;7.1433;-0.0353
15. 41360-20LU-000;22-23;Talen;7.3116;7.2011;0.1105
15. 41360-20LU-000;23-24;Talen;7.2;7.2007;-0.0007
15. 41360-20LU-000;24-25;Talen;7.4;7.2817;0.1183
16. 33944-02DQ-000;21-22;Talen;7.2185;7.1589;0.0596
16. 33944-02DQ-000;22-23;Talen;7.1214;7.2086;-0.0872
16. 33944-02DQ-000;23-24;Talen;7.275;7.2201;0.0549
16. 33944-02DQ-000;24-25;Talen;7.25;7.3186;-0.0686
17. 42510-20BV-000;21-22;Talen;7.1806;6.9775;0.2031
17. 42510-20BV-000;22-23;Talen;6.9941;7.0293;-0.0352
17. 42510-20BV-000;23-24;Talen;6.9;7.0337;-0.1337
17. 42510-20BV-000;24-25;Talen;7.15;7.1177;0.0323
18. 31240-02CR-000;21-22;Talen;7.3536;7.1495;0.2041
18. 31240-02CR-000;22-23;Talen;7.0328;7.1923;-0.1595
18. 31240-02CR-000;23-24;Talen;7.075;7.2017;-0.1267
18. 31240-02CR-000;24-25;Talen;7.55;7.3035;0.2465
19. 13556-20QY-000;21-22;Talen;7.0559;6.9961;0.0599
19. 13556-20QY-000;22-23;Talen;7.0863;7.0513;0.035
19. 13556-20QY-000;23-24;Talen;6.9;7.0555;-0.1555
19. 13556-20QY-000;24-25;Talen;7.075;7.1569;-0.0819
21. 13556-02DW-000;21-22;Talen;6.8801;6.8292;0.0509
21. 13556-02DW-000;22-23;Talen;6.9452;6.8688;0.0764
21. 13556-02DW-000;23-24;Talen;6.6;6.8714;-0.2714
21. 13556-02DW-000;24-25;Talen;7.075;6.9684;0.1066
22. 13556-20AJ-000;21-22;Talen;6.8129;6.885;-0.0721
22. 13556-20AJ-000;22-23;Talen;6.8705;6.9446;-0.0741
22. 13556-20AJ-000;23-24;Talen;7.075;6.9488;0.1262
22. 13556-20AJ-000;24-25;Talen;7.025;7.0483;-0.0233
25. 41347-14WI-000;21-22;Talen;6.7077;6.7255;-0.0178
25. 41347-14WI-000;22-23;Talen;6.5553;6.7636;-0.2083
25. 41347-14WI-000;23-24;Talen;6.825;6.752;0.073
25. 41347-14WI-000;24-25;Talen;6.95;6.8626;0.0874
26. 13603-20DL-002;21-22;Talen;6.7911;6.7935;-0.0024
26. 13603-20DL-002;22-23;Talen;6.7048;6.8627;-0.1579
26. 13603-20DL-002;23-24;Talen;6.75;6.8742;-0.1242
26. 13603-20DL-002;24-25;Talen;7.35;6.958;0.392
27. 42505-20DP-000;21-22;Talen;7.0818;7.0328;0.0489
27. 42505-20DP-000;22-23;Talen;6.9925;7.082;-0.0896
27. 42505-20DP-000;23-24;Talen;7.075;7.0734;0.0016
27. 42505-20DP-000;24-25;Talen;7.15;7.1469;0.0031
27. 42505-30GD-000;21-22;Talen;7.1585;7.1116;0.0469
27. 42505-30GD-000;22-23;Talen;7.4041;7.1648;0.2393
27. 42505-30GD-000;23-24;Talen;7.225;7.175;0.05
27. 42505-30GD-000;24-25;Talen;6.95;7.2417;-0.2917
28. 41211-17JY-000;21-22;Talen;6.5976;6.7045;-0.1068
28. 41211-17JY-000;22-23;Talen;6.7494;6.7562;-0.0069
28. 41211-17JY-000;23-24;Talen;6.675;6.7605;-0.0855
28. 41211-17JY-000;24-25;Talen;6.825;6.8483;-0.0233
29. 41285-20CI-000;21-22;Talen;7.1129;7.0583;0.0546
29. 41285-20CI-000;22-23;Talen;7.1439;7.1085;0.0354
29. 41285-20CI-000;23-24;Talen;7.05;7.1096;-0.0596
29. 41285-20CI-000;24-25;Talen;7.25;7.1986;0.0514
30. 42992-02QO-000;21-22;Talen;6.8741;6.8127;0.0614
30. 42992-02QO-000;22-23;Talen;6.8082;6.8612;-0.0529
30. 42992-02QO-000;23-24;Talen;6.875;6.858;0.017
30. 42992-02QO-000;24-25;Talen;6.9;6.9283;-0.0283
31. 41775-15SC-000;21-22;Talen;6.8878;7.0941;-0.2063
31. 41775-15SC-000;22-23;Talen;7.4206;7.1543;0.2663
31. 41775-15SC-000;23-24;Talen;7.25;7.1518;0.0982
31. 41775-15SC-000;24-25;Talen;7.2;7.2318;-0.0318
32. 20151-14QT-000;21-22;Talen;6.7305;6.7923;-0.0618
32. 20151-14QT-000;22-23;Talen;6.7915;6.8477;-0.0562
32. 20151-14QT-000;23-24;Talen;6.8;6.8511;-0.0511
32. 20151-14QT-000;24-25;Talen;7.125;6.9394;0.1856
33. 41568-20DC-000;21-22;Talen;6.8371;6.6651;0.1721
33. 41568-20DC-000;22-23;Talen;6.8672;6.716;0.1512
33. 41568-20DC-000;23-24;Talen;6.6;6.7203;-0.1203
33. 41568-20DC-000;24-25;Talen;6.5;6.7865;-0.2865
35. 40094-16PA-000;21-22;Talen;7.3048;7.2284;0.0764
35. 40094-16PA-000;22-23;Talen;7.3583;7.2878;0.0705
35. 40094-16PA-000;23-24;Talen;7.2;7.3037;-0.1037
35. 40094-16PA-000;24-25;Talen;7.45;7.4033;0.0467
36. 41475-15JM-000;21-22;Talen;7.1205;7.0529;0.0676
36. 41475-15JM-000;22-23;Talen;7.0623;7.1241;-0.0617
36. 41475-15JM-000;23-24;Talen;7.2;7.1352;0.0648
36. 41475-15JM-000;24-25;Talen;7.075;7.2319;-0.1569
37. 13556-20DG-000;21-22;Talen;6.9928;7.0206;-0.0278
37. 13556-20DG-000;22-23;Talen;7.1253;7.0625;0.0628
37. 13556-20DG-000;23-24;Talen;7.0;7.0732;-0.0732
37. 13556-20DG-000;24-25;Talen;7.325;7.1859;0.1391
38. 42623-20CF-000;21-22;Talen;7.0887;7.0004;0.0883
38. 42623-20CF-000;22-23;Talen;7.0846;7.056;0.0285
38. 42623-20CF-000;23-24;Talen;7.0;7.0505;-0.0505
38. 42623-20CF-000;24-25;Talen;7.0;6.9919;0.0081
41. 42620-01FP-004;21-22;Talen;6.6695;6.824;-0.1544
41. 42620-01FP-004;22-23;Talen;7.0654;6.8841;0.1813
41. 42620-01FP-004;23-24;Talen;6.95;6.8853;0.0647
41. 42620-01FP-004;24-25;Talen;6.85;6.9974;-0.1474
42. 40586-30GC-000;21-22;Talen;6.7708;6.8618;-0.091
42. 40586-30GC-000;22-23;Talen;7.099;6.9249;0.1741
42. 40586-30GC-000;23-24;Talen;6.875;6.9288;-0.0538
42. 40586-30GC-000;24-25;Talen;7.0;7.0297;-0.0297
43. 42621-14RF-006;21-22;Talen;7.2698;7.1397;0.1302
43. 42621-14RF-006;22-23;Talen;7.5111;7.2017;0.3094
43. 42621-14RF-006;23-24;Talen;7.125;7.1997;-0.0747
43. 42621-14RF-006;24-25;Talen;7.2;7.3082;-0.1082
44. 20151-31RY-000;21-22;Talen;6.1776;6.3625;-0.1849
44. 20151-31RY-000;22-23;Talen;6.0935;6.4223;-0.3288
44. 20151-31RY-000;23-24;Talen;6.725;6.4577;0.2673
44. 20151-31RY-000;24-25;Talen;6.6;6.5494;0.0506
45. 99048-19HV-000;21-22;Talen;6.3555;6.3875;-0.032
45. 99048-19HV-000;22-23;Talen;6.3358;6.4389;-0.1031
45. 99048-19HV-000;23-24;Talen;6.4;6.4459;-0.0459
45. 99048-19HV-000;24-25;Talen;6.525;6.5012;0.0238
46. 41298-02VO-000;21-22;Talen;7.0517;7.0178;0.0339
46. 41298-02VO-000;22-23;Talen;7.0718;7.0741;-0.0024
46. 41298-02VO-000;23-24;Talen;7.15;7.0783;0.0717
46. 41298-02VO-000;24-25;Talen;7.05;7.1784;-0.1284
01. 13652-20AA-000;21-22;Gamma;6.1376;6.1765;-0.0389
01. 13652-20AA-000;22-23;Gamma;6.2096;6.3592;-0.1496
01. 13652-20AA-000;23-24;Gamma;6.425;6.4228;0.0022
01. 13652-20AA-000;24-25;Gamma;6.25;6.3678;-0.1178
02. 41208-20CK-000;21-22;Gamma;6.5759;6.4934;0.0825
02. 41208-20CK-000;22-23;Gamma;6.4975;6.6907;-0.1931
02. 41208-20CK-000;23-24;Gamma;6.925;6.7889;0.1361
02. 41208-20CK-000;24-25;Gamma;6.725;6.76;-0.035
03. 13556-21AB-000;21-22;Gamma;6.6644;6.5171;0.1473
03. 13556-21AB-000;22-23;Gamma;6.6283;6.703;-0.0747
03. 13556-21AB-000;23-24;Gamma;6.85;6.789;0.061
03. 13556-21AB-000;24-25;Gamma;6.7;6.7354;-0.0354
04. 40776-01ET-000;21-22;Gamma;6.7592;6.6424;0.1168
04. 40776-01ET-000;22-23;Gamma;6.9024;6.824;0.0783
04. 40776-01ET-000;23-24;Gamma;6.675;6.9083;-0.2333
04. 40776-01ET-000;24-25;Gamma;7.1;6.8577;0.2423
05. 13556-21AF-000;21-22;Gamma;6.1143;6.4341;-0.3198
05. 13556-21AF-000;22-23;Gamma;6.4861;6.6189;-0.1328
05. 13556-21AF-000;23-24;Gamma;6.8;6.7003;0.0997
05. 13556-21AF-000;24-25;Gamma;6.85;6.6607;0.1893
06. 42818-20QU-000;21-22;Gamma;6.0284;6.1423;-0.1139
06. 42818-20QU-000;22-23;Gamma;6.046;6.3166;-0.2707
06. 42818-20QU-000;23-24;Gamma;6.475;6.4011;0.0739
06. 42818-20QU-000;24-25;Gamma;6.4;6.3386;0.0614
07. 13554-20RM-000;21-22;Gamma;6.5202;6.3506;0.1696
07. 13554-20RM-000;22-23;Gamma;6.8089;6.5163;0.2926
07. 13554-20RM-000;23-24;Gamma;6.475;6.5832;-0.1082
07. 13554-20RM-000;24-25;Gamma;6.35;6.507;-0.157
08. 41211-02FY-007;21-22;Gamma;6.3531;6.1459;0.2072
08. 41211-02FY-007;22-23;Gamma;6.4057;6.3147;0.091
08. 41211-02FY-007;23-24;Gamma;6.5333;6.3751;0.1583
08. 41211-02FY-007;24-25;Gamma;5.8667;6.2317;-0.3651
09. 42992-03AM-000;21-22;Gamma;6.0003;6.3622;-0.3618
09. 42992-03AM-000;22-23;Gamma;6.5812;6.5315;0.0497
09. 42992-03AM-000;23-24;Gamma;6.675;6.5901;0.0849
09. 42992-03AM-000;24-25;Gamma;6.525;6.5337;-0.0087
10. 40856-02QP-000;21-22;Gamma;6.1546;6.2732;-0.1186
10. 40856-02QP-000;22-23;Gamma;6.775;6.4416;0.3335
10. 40856-02QP-000;23-24;Gamma;6.6333;6.5081;0.1252
10. 40856-02QP-000;24-25;Gamma;6.4667;6.4142;0.0525
11. 41513-20KZ-000;21-22;Gamma;6.408;6.24;0.168
11. 41513-20KZ-000;22-23;Gamma;6.5343;6.4117;0.1226
11. 41513-20KZ-000;23-24;Gamma;6.5667;6.5052;0.0615
11. 41513-20KZ-000;24-25;Gamma;6.1333;6.478;-0.3447
13. 41386-19ZU-000;21-22;Gamma;6.4249;6.1712;0.2537
13. 41386-19ZU-000;22-23;Gamma;6.2117;6.3477;-0.136
13. 41386-19ZU-000;23-24;Gamma;6.3;6.4326;-0.1326
13. 41386-19ZU-000;24-25;Gamma;6.3;6.3617;-0.0617
14. 41525-20AI-000;21-22;Gamma;6.3447;6.3289;0.0158
14. 41525-20AI-000;22-23;Gamma;6.569;6.499;0.07
14. 41525-20AI-000;23-24;Gamma;6.55;6.5831;-0.0331
14. 41525-20AI-000;24-25;Gamma;6.55;6.5328;0.0172
15. 41360-20LU-000;21-22;Gamma;6.4598;6.4588;0.0011
15. 41360-20LU-000;22-23;Gamma;6.8384;6.6412;0.1972
15. 41360-20LU-000;23-24;Gamma;6.675;6.7219;-0.0469
15. 41360-20LU-000;24-25;Gamma;6.65;6.6658;-0.0158
16. 33944-02DQ-000;21-22;Gamma;6.3552;6.6043;-0.2491
16. 33944-02DQ-000;22-23;Gamma;6.8148;6.7789;0.0359
16. 33944-02DQ-000;23-24;Gamma;6.95;6.8711;0.0789
16. 33944-02DQ-000;24-25;Gamma;6.925;6.8319;0.0931
17. 42510-20BV-000;21-22;Gamma;6.3013;6.2924;0.0089
17. 42510-20BV-000;22-23;Gamma;6.2872;6.469;-0.1818
17. 42510-20BV-000;23-24;Gamma;6.8;6.5544;0.2456
17. 42510-20BV-000;24-25;Gamma;6.4;6.5011;-0.1011
18. 31240-02CR-000;21-22;Gamma;6.4787;6.3875;0.0913
18. 31240-02CR-000;22-23;Gamma;6.3784;6.5554;-0.1771
18. 31240-02CR-000;23-24;Gamma;6.775;6.6456;0.1294
18. 31240-02CR-000;24-25;Gamma;6.8;6.6096;0.1904
19. 13556-20QY-000;21-22;Gamma;6.6704;6.6219;0.0485
19. 13556-20QY-000;22-23;Gamma;6.6725;6.8018;-0.1293
19. 13556-20QY-000;23-24;Gamma;6.825;6.887;-0.062
19. 13556-20QY-000;24-25;Gamma;6.925;6.8506;0.0744
21. 13556-02DW-000;21-22;Gamma;6.3322;6.3397;-0.0075
21. 13556-02DW-000;22-23;Gamma;6.476;6.5045;-0.0285
21. 13556-02DW-000;23-24;Gamma;6.5333;6.5881;-0.0548
21. 13556-02DW-000;24-25;Gamma;6.8333;6.5474;0.2859
22. 13556-20AJ-000;21-22;Gamma;6.3373;6.3497;-0.0124
22. 13556-20AJ-000;22-23;Gamma;6.5544;6.5339;0.0205
22. 13556-20AJ-000;23-24;Gamma;6.575;6.619;-0.044
22. 13556-20AJ-000;24-25;Gamma;6.65;6.5808;0.0692
25. 41347-14WI-000;21-22;Gamma;5.49;5.9602;-0.4702
25. 41347-14WI-000;22-23;Gamma;5.9696;6.1235;-0.1539
25. 41347-14WI-000;23-24;Gamma;6.45;6.1934;0.2566
25. 41347-14WI-000;24-25;Gamma;6.175;6.1659;0.0091
26. 13603-20DL-002;21-22;Gamma;6.0417;6.1099;-0.0682
26. 13603-20DL-002;22-23;Gamma;6.1927;6.3034;-0.1107
26. 13603-20DL-002;23-24;Gamma;6.175;6.3956;-0.2206
26. 13603-20DL-002;24-25;Gamma;6.575;6.3422;0.2328
27. 42505-20DP-000;21-22;Gamma;6.8107;6.7157;0.095
27. 42505-20DP-000;22-23;Gamma;6.728;6.8898;-0.1618
27. 42505-20DP-000;23-24;Gamma;7.025;6.9625;0.0625
27. 42505-20DP-000;24-25;Gamma;7.175;6.8991;0.2759
27. 42505-30GD-000;21-22;Gamma;6.7149;6.7064;0.0085
27. 42505-30GD-000;22-23;Gamma;7.0758;6.8844;0.1914
27. 42505-30GD-000;23-24;Gamma;6.95;6.9754;-0.0254
27. 42505-30GD-000;24-25;Gamma;7.025;6.9053;0.1197
28. 41211-17JY-000;21-22;Gamma;6.1723;6.2798;-0.1075
28. 41211-17JY-000;22-23;Gamma;6.5464;6.4564;0.09
28. 41211-17JY-000;23-24;Gamma;6.7;6.5416;0.1584
28. 41211-17JY-000;24-25;Gamma;6.25;6.492;-0.242
29. 41285-20CI-000;21-22;Gamma;6.6193;6.4039;0.2154
29. 41285-20CI-000;22-23;Gamma;6.7364;6.579;0.1575
29. 41285-20CI-000;23-24;Gamma;6.475;6.6611;-0.1861
29. 41285-20CI-000;24-25;Gamma;6.5;6.6127;-0.1127
30. 42992-02QO-000;21-22;Gamma;6.1998;6.1615;0.0382
30. 42992-02QO-000;22-23;Gamma;6.1404;6.3349;-0.1945
30. 42992-02QO-000;23-24;Gamma;6.575;6.4129;0.1621
30. 42992-02QO-000;24-25;Gamma;6.3;6.3464;-0.0464
31. 41775-15SC-000;21-22;Gamma;6.2144;6.4347;-0.2203
31. 41775-15SC-000;22-23;Gamma;6.627;6.6195;0.0075
31. 41775-15SC-000;23-24;Gamma;6.825;6.6981;0.1269
31. 41775-15SC-000;24-25;Gamma;6.8;6.641;0.159
32. 20151-14QT-000;21-22;Gamma;6.2803;6.2768;0.0035
32. 20151-14QT-000;22-23;Gamma;6.4413;6.4569;-0.0156
32. 20151-14QT-000;23-24;Gamma;6.4667;6.5413;-0.0747
32. 20151-14QT-000;24-25;Gamma;6.7333;6.4922;0.2411
33. 41568-20DC-000;21-22;Gamma;5.6896;5.9873;-0.2977
33. 41568-20DC-000;22-23;Gamma;6.4557;6.1631;0.2926
33. 41568-20DC-000;23-24;Gamma;6.15;6.2484;-0.0984
33. 41568-20DC-000;24-25;Gamma;5.9;6.1779;-0.2779
35. 40094-16PA-000;21-22;Gamma;6.8752;6.7433;0.1319
35. 40094-16PA-000;22-23;Gamma;7.1069;6.9273;0.1797
35. 40094-16PA-000;23-24;Gamma;6.975;7.0237;-0.0487
35. 40094-16PA-000;24-25;Gamma;6.875;6.9856;-0.1106
36. 41475-15JM-000;21-22;Gamma;6.5581;6.5419;0.0163
36. 41475-15JM-000;22-23;Gamma;6.8735;6.7372;0.1363
36. 41475-15JM-000;23-24;Gamma;6.825;6.8291;-0.0041
36. 41475-15JM-000;24-25;Gamma;6.425;6.7882;-0.3632
37. 13556-20DG-000;21-22;Gamma;6.3792;6.4048;-0.0256
37. 13556-20DG-000;22-23;Gamma;6.6531;6.5718;0.0812
37. 13556-20DG-000;23-24;Gamma;6.55;6.6633;-0.1133
37. 13556-20DG-000;24-25;Gamma;6.75;6.6379;0.1121
38. 42623-20CF-000;21-22;Gamma;6.3271;6.4003;-0.0732
38. 42623-20CF-000;22-23;Gamma;6.5774;6.5806;-0.0032
38. 42623-20CF-000;23-24;Gamma;6.675;6.6564;0.0186
38. 42623-20CF-000;24-25;Gamma;6.675;6.4651;0.2099
41. 42620-01FP-004;21-22;Gamma;6.401;6.2676;0.1334
41. 42620-01FP-004;22-23;Gamma;6.6618;6.4523;0.2095
41. 42620-01FP-004;23-24;Gamma;6.275;6.5346;-0.2596
41. 42620-01FP-004;24-25;Gamma;6.225;6.5086;-0.2836
42. 40586-30GC-000;21-22;Gamma;6.2111;6.132;0.0791
42. 40586-30GC-000;22-23;Gamma;6.1363;6.3196;-0.1833
42. 40586-30GC-000;23-24;Gamma;6.375;6.4045;-0.0295
42. 40586-30GC-000;24-25;Gamma;6.2;6.3676;-0.1676
43. 42621-14RF-006;21-22;Gamma;6.789;6.5919;0.1971
43. 42621-14RF-006;22-23;Gamma;7.0007;6.7784;0.2223
43. 42621-14RF-006;23-24;Gamma;6.875;6.8576;0.0174
43. 42621-14RF-006;24-25;Gamma;6.625;6.8281;-0.2031
44. 20151-31RY-000;21-22;Gamma;5.947;6.1493;-0.2023
44. 20151-31RY-000;22-23;Gamma;6.2313;6.3336;-0.1023
44. 20151-31RY-000;23-24;Gamma;6.5667;6.449;0.1177
44. 20151-31RY-000;24-25;Gamma;6.7;6.4031;0.2969
45. 99048-19HV-000;21-22;Gamma;6.1539;5.9674;0.1865
45. 99048-19HV-000;22-23;Gamma;5.9712;6.1436;-0.1724
45. 99048-19HV-000;23-24;Gamma;5.95;6.2316;-0.2816
45. 99048-19HV-000;24-25;Gamma;6.35;6.1506;0.1994
46. 41298-02VO-000;21-22;Gamma;6.7005;6.429;0.2715
46. 41298-02VO-000;22-23;Gamma;6.3219;6.61;-0.2881
46. 41298-02VO-000;23-24;Gamma;6.575;6.6952;-0.1202
46. 41298-02VO-000;24-25;Gamma;6.575;6.6575;-0.0825
